'Sylas', 'Zac', 'Lissandra', 'Veigar', 'Jhin', 'Shyvana', 'Leona', 'Aurelion Sol', "Kog'Maw", 'Akali'
'Olaf', 'Lee Sin', 'Orianna', 'Jhin', 'Morgana', 'Jax', 'Elise', 'Taliyah', 'Ezreal', 'Rakan'
'Camille', 'Jarvan IV', 'Zed', 'Ezreal', 'Nautilus', 'Fiora', "Rek'Sai", 'Katarina', 'Ashe', 'Taric'
'Vladimir', 'Lee Sin', 'Talon', 'Lucian', 'Thresh', 'Karma', "Rek'Sai", 'Kayle', 'Tristana', 'Rakan'
'Fiora', 'Nidalee', 'Ezreal', "Kai'Sa", 'Nautilus', 'Aatrox', 'Kindred', 'Galio', 'Xayah', 'Rakan'
'Kayle', "Kha'Zix", 'Vladimir', 'Ezreal', 'Taric', 'Ryze', 'Xin Zhao', 'Lulu', 'Lucian', 'Nautilus'
'Gangplank', 'Nidalee', 'Kayle', 'Xayah', 'Rakan', 'Lucian', "Rek'Sai", 'Ekko', "Kai'Sa", 'Thresh'
'Pantheon', 'Sylas', 'Rumble', 'Vayne', 'Janna', 'Kayle', 'Lee Sin', 'Lux', 'Ezreal', 'Karma'
'Camille', 'Ekko', 'Jayce', 'Xayah', 'Rakan', 'Ryze', 'Jax', 'Katarina', 'Caitlyn', 'Morgana'
'Kayle', 'Olaf', 'Sylas', "Kai'Sa", 'Blitzcrank', 'Singed', 'Elise', 'Akali', 'Lucian', 'Nami'
'Irelia', 'Nidalee', 'Aatrox', 'Kindred', 'Sion', 'Ryze', "Kha'Zix", 'Akali', 'Lucian', 'Yuumi'
'Master Yi', 'Ivern', 'Nidalee', 'Miss Fortune', 'Poppy', 'Garen', 'Lee Sin', 'Malzahar', 'Ezreal', 'Karma'
'Shen', 'Ekko', 'Nasus', 'Ashe', 'Annie', 'Garen', 'Lee Sin', 'Zed', 'Miss Fortune', 'Zyra'
'Neeko', 'Amumu', 'Aatrox', 'Lucian', 'Nami', 'Yorick', 'Amumu', 'Fiddlesticks', "Kai'Sa", 'Nautilus'
'Talon', 'Heimerdinger', 'Zoe', 'Yuumi', 'Zed', 'Swain', 'Jinx', 'Neeko', 'Sona', 'Kindred'
'Quinn', 'Zoe', 'Jinx', 'Lee Sin', 'Kennen', 'Akali', 'Karma', 'Fiddlesticks', 'Thresh', 'Kayn'
'Yasuo', 'Gragas', 'Ekko', 'Jhin', 'Janna', 'Neeko', 'Pantheon', 'Darius', 'Jinx', 'Blitzcrank'
'Pantheon', 'Lee Sin', 'Taliyah', "Kai'Sa", 'Shen', 'Neeko', 'Ekko', 'Pyke', 'Vayne', 'Thresh'
'Vayne', 'Ivern', 'Zoe', 'Xayah', 'Rakan', 'Vladimir', 'Jarvan IV', 'LeBlanc', 'Caitlyn', 'Thresh'
'Teemo', 'Lee Sin', 'Caitlyn', 'Varus', 'Pyke', 'Karma', 'Mordekaiser', 'Ezreal', 'Lucian', 'Pyke'
'Maokai', "Kha'Zix", 'Ezreal', 'Ashe', 'Lulu', 'Garen', "Cho'Gath", 'Fizz', 'Ashe', 'Shen'
'Teemo', 'Warwick', 'Orianna', 'Jinx', 'Blitzcrank', 'Garen', 'Nocturne', 'LeBlanc', 'Twisted Fate', 'Nautilus'
'Qiyana', 'Maokai', "Kai'Sa", 'Caitlyn', 'Taliyah', 'Rumble', 'Nunu & Willump', 'Nami', 'Sylas', 'Corki'
'Ahri', 'Rengar', 'Ryze', 'Ashe', 'Rakan', 'Galio', 'Udyr', 'Vayne', 'Ezreal', 'Shaco'
'Jax', 'Elise', 'LeBlanc', 'Xayah', 'Nautilus', 'Riven', 'Twitch', 'Nocturne', 'Ashe', 'Leona'
'Gangplank', 'Ekko', 'Galio', "Kai'Sa", 'Pyke', 'Akali', 'Gragas', 'Qiyana', 'Xayah', 'Rakan'
'Jayce', 'Nunu & Willump', 'Zoe', 'Xayah', 'Morgana', 'Fiora', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Leona'
'Neeko', 'Jarvan IV', 'Sylas', "Kai'Sa", 'Leona', 'Kayle', 'Rengar', 'Viktor', 'Sivir', 'Soraka'
'Talon', 'Lee Sin', 'Malzahar', "Kai'Sa", 'Leona', 'Camille', "Kha'Zix", 'Orianna', 'Xayah', 'Rakan'
'Yasuo', 'Nidalee', 'Darius', "Kai'Sa", 'Leona', 'Illaoi', 'Zac', 'Camille', 'Caitlyn', 'Lux'
'Sylas', 'Ekko', 'Zed', 'Miss Fortune', 'Nautilus', 'Orianna', 'Lee Sin', 'Kennen', 'Yasuo', 'Leona'
'Katarina', 'Nautilus', 'Fiora', 'Varus', 'Ashe', 'Lucian', 'Elise', 'Qiyana', "Kai'Sa", 'Nami'
'Renekton', 'Lee Sin', 'Cassiopeia', 'Ashe', 'Lulu', 'Camille', 'Nidalee', 'Zoe', 'Xayah', 'Braum'
'Quinn', 'Camille', 'Orianna', 'Rengar', 'Yuumi', 'Renekton', 'Lee Sin', 'Draven', 'Lucian', 'Nautilus'
'Renekton', 'Sylas', 'Akali', 'Yasuo', 'Blitzcrank', 'Twisted Fate', 'Amumu', 'Qiyana', 'Vayne', 'Soraka'
'Renekton', 'Elise', 'Qiyana', 'Xayah', 'Nautilus', 'Gnar', 'Xin Zhao', 'Ryze', "Kai'Sa", 'Blitzcrank'
'Aatrox', 'Evelynn', 'Qiyana', 'Xayah', 'Rakan', 'Akali', 'Lee Sin', 'Ahri', "Kai'Sa", 'Blitzcrank'
'Jax', 'Olaf', 'Akali', 'Xayah', 'Rakan', 'Malphite', 'Evelynn', 'Qiyana', "Kai'Sa", 'Blitzcrank'
'Zac', 'Lee Sin', 'Katarina', 'Ashe', 'Zyra', 'Illaoi', 'Evelynn', 'Qiyana', 'Caitlyn', 'Morgana'
'Kennen', 'Poppy', 'Kassadin', 'Ezreal', 'Morgana', 'Nocturne', 'Lee Sin', 'Fizz', 'Xayah', 'Karma'
'Gangplank', 'Ekko', 'Katarina', 'Ezreal', 'Thresh', 'Riven', 'Graves', 'Twisted Fate', 'Xayah', 'Blitzcrank'
'Kayle', 'Lux', 'Azir', 'Viktor', 'Zac', 'Qiyana', 'Kindred', 'Nami', 'Zed', 'Kayn'
'Karthus', 'Azir', 'Teemo', 'Twitch', 'Gragas', 'Rakan', 'Singed', 'Swain', 'Lucian', 'Ezreal'
'Vladimir', 'Karthus', 'Gangplank', 'Ezreal', 'Tahm Kench', 'Fiora', 'Olaf', 'Akali', "Kai'Sa", 'Pyke'
'Mordekaiser', 'Kayn', 'Sylas', "Kai'Sa", 'Rakan', 'Karma', 'Garen', 'LeBlanc', 'Ashe', 'Soraka'
'Quinn', 'Graves', 'Orianna', 'Jayce', 'Shen', 'Riven', 'Fiddlesticks', 'Qiyana', 'Xayah', 'Rakan'
'Wukong', 'Nidalee', 'LeBlanc', 'Caitlyn', 'Morgana', "Kai'Sa", 'Taliyah', 'Yasuo', 'Miss Fortune', 'Ezreal'
'Vayne', 'Elise', 'Twisted Fate', 'Ezreal', 'Rakan', 'Lucian', "Kha'Zix", 'Vladimir', "Kai'Sa", 'Bard'
'Aatrox', 'Lee Sin', 'Ezreal', 'Yasuo', 'Lulu', 'Vladimir', 'Nocturne', 'Qiyana', 'Ezreal', 'Yuumi'
'Darius', 'Jinx', 'Urgot', 'Kalista', 'Fiddlesticks', 'Illaoi', 'Twitch', 'Akali', 'Blitzcrank', 'Anivia'
'Irelia', 'Nidalee', 'Twisted Fate', 'Vayne', 'Gragas', 'Fiora', 'Olaf', 'Galio', "Kai'Sa", 'Thresh'
'Camille', 'Nunu & Willump', 'Galio', "Kai'Sa", 'Pyke', 'Kennen', 'Kindred', 'Qiyana', 'Xayah', 'Thresh'
'Heimerdinger', 'Kayn', 'Irelia', 'Ezreal', 'Morgana', 'Hecarim', 'Shyvana', 'Zilean', 'Lucian', 'Lulu'
'Vladimir', 'Elise', 'Jayce', "Kai'Sa", 'Leona', 'Kled', 'Ekko', 'Ryze', 'Xayah', 'Rakan'
'Ezreal', 'Annie', 'Yuumi', 'Sona', 'Viktor', 'Lucian', 'Riven', 'Zoe', 'Kassadin', 'Nidalee'
'Jayce', 'Lee Sin', 'LeBlanc', 'Caitlyn', 'Pyke', 'Kayle', 'Olaf', 'Orianna', "Kai'Sa", 'Leona'
'Morgana', 'Vayne', 'Ryze', 'Trundle', 'Karthus', 'Mordekaiser', 'Miss Fortune', 'Jinx', 'Zoe', 'Vladimir'
'Gangplank', 'Lee Sin', 'Vladimir', 'Xayah', 'Blitzcrank', 'Jayce', "Rek'Sai", 'Malzahar', 'Lucian', 'Thresh'
'Quinn', 'Karthus', 'Pantheon', 'Miss Fortune', 'Leona', 'Irelia', 'Ekko', 'Qiyana', 'Xayah', 'Morgana'
'Renekton', 'Elise', 'Poppy', "Kai'Sa", 'Janna', 'Quinn', 'Ekko', 'Nocturne', 'Miss Fortune', 'Thresh'
'Jax', 'Gragas', 'Pyke', "Kai'Sa", 'Janna', 'Shen', 'Fiddlesticks', 'Ezreal', 'Xayah', 'Rakan'
'Aatrox', 'Kayn', "Cho'Gath", 'Xayah', 'Janna', 'Malphite', 'Graves', 'Jax', 'Ezreal', 'Karma'
'Jayce', "Rek'Sai", 'Yasuo', 'Lucian', 'Pyke', 'Rengar', 'Graves', 'Aurelion Sol', 'Xayah', 'Janna'
'Renekton', 'Ekko', 'Singed', 'Lucian', 'Janna', 'Kassadin', 'Dr. Mundo', 'Kennen', 'Varus', 'Blitzcrank'
'Ryze', 'Nidalee', 'Nocturne', 'Xayah', 'Janna', 'Shen', "Rek'Sai", 'Lissandra', 'Lucian', 'Soraka'
'Yasuo', 'Gragas', 'Akali', 'Xayah', 'Alistar', 'Vladimir', 'Olaf', 'Twisted Fate', 'Ezreal', 'Nautilus'
'Kennen', 'Jarvan IV', 'Annie', "Kai'Sa", 'Nautilus', 'Garen', 'Lee Sin', 'Zoe', 'Lucian', 'Leona'
'Ornn', 'Lee Sin', 'Yasuo', "Kai'Sa", 'Zyra', 'Ryze', 'Master Yi', 'Katarina', 'Jinx', 'Thresh'
'Pantheon', 'Nunu & Willump', 'Yasuo', 'Xayah', 'Thresh', 'Aatrox', 'Ekko', 'Zoe', 'Ashe', 'Pyke'
'Twisted Fate', 'Lee Sin', 'Ornn', 'Pyke', 'Sona', 'Irelia', 'Olaf', 'Zoe', 'Ezreal', 'Braum'
'Rumble', 'Lee Sin', 'Azir', 'Vayne', 'Janna', 'Irelia', 'Ekko', 'Zoe', 'Jinx', 'Thresh'
'Fiora', 'Xin Zhao', 'Zoe', "Kai'Sa", 'Malzahar', 'Gangplank', 'Kindred', 'Renekton', 'Irelia', 'Morgana'
'Gangplank', 'Lee Sin', 'Qiyana', 'Lucian', 'Leona', 'Kayle', 'Rengar', 'Sylas', 'Ezreal', 'Bard'
'Teemo', 'Olaf', 'Aurelion Sol', 'Caitlyn', 'Morgana', 'Vladimir', 'Elise', 'Garen', "Kai'Sa", 'Bard'
'Zilean', 'Kindred', 'Zoe', 'Miss Fortune', 'Poppy', 'Vladimir', 'Lee Sin', 'Qiyana', 'Heimerdinger', 'Pyke'
'Jax', 'Elise', 'Qiyana', 'Miss Fortune', 'Poppy', 'Tryndamere', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Blitzcrank'
'Karma', 'Elise', 'Garen', 'Xayah', 'Leona', 'Irelia', 'Lee Sin', 'Ekko', 'Lucian', 'Thresh'
'Kennen', "Rek'Sai", 'Vladimir', 'Sivir', 'Thresh', 'Ryze', 'Karthus', 'Qiyana', 'Ashe', 'Morgana'
'Jax', 'Qiyana', 'Bard', 'Tristana', 'Ryze', 'Riven', 'Elise', 'Vladimir', "Kai'Sa", 'Thresh'
'Hecarim', 'Elise', 'Akali', "Kai'Sa", 'Thresh', 'Riven', 'Lee Sin', 'Ahri', 'Ezreal', 'Karma'
'Renekton', 'Lee Sin', 'Taliyah', 'Lucian', 'Pyke', 'Camille', 'Ekko', 'LeBlanc', "Kai'Sa", 'Nautilus'
'Kennen', 'Ekko', 'Qiyana', 'Ezreal', 'Pyke', 'Renekton', 'Lee Sin', 'Vladimir', 'Swain', 'Taric'
'Fiora', 'Lee Sin', 'Katarina', "Kai'Sa", 'Pyke', 'Irelia', 'Elise', 'Qiyana', 'Lucian', 'Gragas'
'Yasuo', 'Gragas', 'Pantheon', 'Lucian', 'Pyke', 'Renekton', 'Lee Sin', 'Mordekaiser', 'Ezreal', 'Shen'
'Irelia', 'Karthus', 'Hecarim', 'Ezreal', 'Thresh', 'Jax', 'Taliyah', 'Sylas', 'Lucian', 'Leona'
'Ezreal', 'Lee Sin', 'Ornn', 'Sivir', 'Blitzcrank', 'Gnar', 'Xin Zhao', 'Qiyana', 'Miss Fortune', 'Xerath'
'Volibear', 'Karthus', 'Qiyana', "Kai'Sa", 'Nautilus', 'Sylas', 'Jarvan IV', 'Ryze', 'Vayne', 'Poppy'
'Tristana', 'Shyvana', 'Pantheon', "Kai'Sa", 'Alistar', 'Olaf', 'Gragas', 'Kayle', 'Ashe', 'Leona'
'Tristana', 'Lee Sin', 'Galio', 'Jinx', 'Karma', 'Irelia', 'Nidalee', 'LeBlanc', 'Ashe', 'Morgana'
'Kennen', 'Hecarim', 'Cassiopeia', 'Ashe', 'Blitzcrank', 'Tristana', 'Lee Sin', 'Karthus', 'Lucian', 'Thresh'
'Camille', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Thresh', 'Fiora', 'Evelynn', 'Zed', 'Lucian', 'Nautilus'
'Kayle', 'Sylas', 'Irelia', "Kai'Sa", 'Blitzcrank', 'Garen', 'Nidalee', 'Jayce', 'Lucian', 'Pyke'
'Jax', 'Nidalee', 'Neeko', 'Sivir', 'Thresh', 'Kennen', 'Elise', 'Katarina', 'Xayah', 'Nautilus'
'Gangplank', 'Ekko', 'Viktor', 'Ezreal', 'Karma', 'Jayce', 'Lee Sin', 'Mordekaiser', 'Ashe', 'Braum'
'Garen', 'Ekko', 'Twisted Fate', 'Vayne', 'Thresh', 'Gnar', 'Lee Sin', 'Cassiopeia', 'Kalista', 'Nautilus'
'Kled', 'Kindred', 'Zilean', 'Ezreal', 'Morgana', 'Gnar', 'Dr. Mundo', 'Aurelion Sol', 'Ashe', 'Blitzcrank'
'Aatrox', 'Lee Sin', 'Ezreal', 'Tristana', 'Taric', 'Gangplank', 'Zac', 'Galio', 'Jhin', 'Thresh'
'Draven', 'Ekko', 'Aatrox', 'Camille', 'Soraka', 'Nami', 'Skarner', 'Blitzcrank', 'Viktor', 'Sona'
'Jhin', 'Zoe', 'Ziggs', 'Viktor', 'Varus', 'Katarina', 'Azir', 'Brand', 'Ashe', 'Thresh'
'Camille', 'Jarvan IV', 'Sylas', "Kai'Sa", 'Lulu', 'Vayne', 'Gragas', 'Zed', 'Ashe', 'Braum'
'Illaoi', 'Kennen', 'Jax', 'Nami', 'Shaco', 'Caitlyn', 'Teemo', 'Ashe', 'Akali', 'Alistar'
'Jarvan IV', 'Varus', 'Fiddlesticks', 'Blitzcrank', 'LeBlanc', 'Jinx', 'Vladimir', "Kog'Maw", 'Miss Fortune', 'Katarina'
'Ashe', 'Caitlyn', 'Katarina', 'Yuumi', 'Fizz', 'Taliyah', 'Graves', 'LeBlanc', 'Nidalee', "Cho'Gath"
'Tahm Kench', 'Darius', 'Kayn', 'Qiyana', 'Zilean', 'Ziggs', 'Vladimir', 'Ahri', 'Jhin', 'Soraka'
'Katarina', 'Pantheon', 'Blitzcrank', 'Ashe', 'Irelia', 'Gragas', 'Maokai', 'Xayah', 'Heimerdinger', 'Tristana'
'Ryze', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Leona', 'Jax', 'Taliyah', 'Anivia', 'Tristana', 'Thresh'
'Jax', 'Gragas', 'Talon', 'Cassiopeia', 'Karma', 'Akali', 'Lee Sin', 'Morgana', 'Xayah', 'Thresh'
'Garen', 'Dr. Mundo', 'Zoe', 'Draven', 'Nautilus', 'Poppy', 'Qiyana', 'Talon', 'Xayah', 'Morgana'
'Garen', 'Lee Sin', 'Syndra', "Kai'Sa", 'Shaco', 'Poppy', 'Taliyah', 'Tristana', 'Xayah', 'Thresh'
'Riven', 'Nidalee', 'Kassadin', 'Ezreal', 'Karma', 'Kennen', 'Lee Sin', 'LeBlanc', 'Caitlyn', 'Morgana'
'Hecarim', 'Nidalee', 'Sylas', 'Jinx', 'Thresh', 'Kennen', 'Lee Sin', 'Akali', 'Xayah', 'Morgana'
'Jayce', 'Olaf', 'Vladimir', "Kai'Sa", 'Thresh', 'Renekton', 'Lee Sin', 'Twisted Fate', 'Sivir', 'Nautilus'
'Shen', 'Twitch', 'Kayle', 'Swain', 'Fiddlesticks', 'Fizz', 'Kayn', 'Jax', 'Vayne', 'Blitzcrank'
'Kennen', 'Hecarim', 'Cassiopeia', 'Ashe', 'Blitzcrank', 'Tristana', 'Lee Sin', 'Karthus', 'Lucian', 'Thresh'
'Aatrox', 'Taliyah', 'Garen', 'Yasuo', 'Volibear', 'Fiora', 'Ekko', 'Darius', 'Xayah', 'Bard'
'Ryze', 'Zoe', 'Quinn', 'Jinx', 'Pyke', 'Renekton', 'Ekko', 'Garen', 'Ezreal', 'Thresh'
'Quinn', 'Zac', 'Yasuo', "Kai'Sa", 'Nautilus', 'Renekton', 'Nidalee', 'Malphite', 'Vayne', 'Thresh'
'Jayce', 'Xin Zhao', 'Katarina', 'Ashe', 'Thresh', 'Darius', 'Rengar', 'Galio', 'Jhin', 'Blitzcrank'
'Quinn', 'Evelynn', 'Qiyana', 'Lucian', 'Fiddlesticks', 'Camille', 'Nidalee', 'Pyke', 'Ashe', 'Braum'
'Karma', "Rek'Sai", 'Sylas', 'Miss Fortune', 'Rakan', 'Pyke', 'Lee Sin', 'Vladimir', 'Xayah', 'Braum'
"Cho'Gath", 'Olaf', 'Lucian', 'Vayne', 'Thresh', 'Galio', 'Nidalee', 'Wukong', "Kai'Sa", 'Braum'
'Irelia', "Rek'Sai", 'LeBlanc', "Kai'Sa", 'Bard', "Cho'Gath", 'Elise', 'Qiyana', 'Ezreal', 'Braum'
'Renekton', "Rek'Sai", 'Twisted Fate', "Kai'Sa", 'Nautilus', 'Shen', 'Olaf', 'Cassiopeia', 'Ezreal', 'Braum'
'Garen', 'Karthus', 'Twisted Fate', 'Jinx', 'Thresh', 'Teemo', "Rek'Sai", 'LeBlanc', 'Lucian', 'Leona'
'Jax', 'Lee Sin', 'Qiyana', "Kai'Sa", 'Zac', 'Poppy', 'Karthus', 'Twisted Fate', 'Kalista', 'Leona'
'Neeko', 'Taliyah', 'Pantheon', 'Miss Fortune', 'Nautilus', 'Illaoi', 'Lee Sin', 'Akali', 'Cassiopeia', 'Leona'
'Kayle', 'Ekko', 'Kled', 'Jinx', 'Leona', 'Malzahar', 'Lee Sin', 'Twisted Fate', 'Caitlyn', 'Thresh'
'Aatrox', 'Lee Sin', 'Ezreal', 'Xayah', 'Janna', 'Illaoi', 'Ekko', 'Zed', "Kai'Sa", 'Leona'
'Renekton', 'Lee Sin', 'Katarina', 'Miss Fortune', 'Leona', 'Gangplank', "Rek'Sai", 'Zoe', 'Vayne', 'Janna'
'Kayle', "Rek'Sai", 'Qiyana', 'Kalista', 'Leona', 'Vladimir', 'Lee Sin', 'Lulu', 'Sivir', 'Yuumi'
'Aatrox', 'Graves', 'Ahri', "Kai'Sa", 'Thresh', 'Hecarim', "Rek'Sai", 'Pantheon', 'Xayah', 'Braum'
'Sylas', 'Lee Sin', 'Ryze', 'Vayne', 'Janna', 'Gangplank', 'Ekko', 'Pantheon', 'Ashe', "Vel'Koz"
'Renekton', 'Lee Sin', 'Zoe', "Kai'Sa", 'Pyke', 'Jayce', 'Shyvana', 'Talon', 'Ezreal', 'Thresh'
'Fiora', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Braum', 'Gangplank', 'Nunu & Willump', 'Xayah', 'Veigar', 'Garen'
'Yorick', 'Ekko', 'Neeko', "Kai'Sa", 'Pyke', 'Pantheon', 'Lee Sin', 'Katarina', 'Lucian', 'Nautilus'
'Garen', 'Karthus', 'Jayce', 'Miss Fortune', 'Nautilus', 'Fiora', "Kha'Zix", 'Zoe', 'Ashe', 'Thresh'
'Ekko', 'Kindred', 'Akali', 'Lucian', 'Alistar', 'Renekton', "Rek'Sai", 'Vladimir', 'Xayah', 'Thresh'
'Aatrox', 'Pantheon', 'Zoe', 'Ashe', 'Swain', 'Gangplank', 'Jax', 'Katarina', "Kai'Sa", 'Thresh'
'Ryze', "Rek'Sai", 'Fizz', 'Lucian', 'Tahm Kench', 'Irelia', 'Ekko', 'Lissandra', 'Yasuo', 'Pyke'
'Ryze', 'Ivern', 'Zoe', 'Sylas', 'Jinx', 'Sona', 'Taliyah', 'Yasuo', 'Irelia', 'Malphite'
'Kled', 'Nidalee', 'Karma', 'Varus', 'Leona', 'Irelia', 'Elise', 'Garen', 'Ashe', 'Tahm Kench'
'Quinn', 'Nidalee', 'Cassiopeia', 'Ashe', 'Tahm Kench', 'Ryze', 'Aatrox', 'Ahri', 'Neeko', 'Rakan'
'Kayle', 'Lee Sin', 'Yasuo', 'Lucian', 'Nautilus', 'Tryndamere', 'Gragas', 'Shyvana', "Kai'Sa", 'Morgana'
'Ornn', "Rek'Sai", 'Cassiopeia', 'Lucian', 'Leona', 'Yorick', 'Ekko', 'Viktor', 'Jinx', 'Nautilus'
'Garen', "Rek'Sai", 'Akali', 'Ashe', 'Karma', 'Aatrox', 'Gragas', 'Vladimir', "Kai'Sa", 'Leona'
'Jax', 'Ekko', 'Qiyana', 'Ezreal', 'Leona', 'Riven', 'Kindred', 'Ahri', 'Jinx', 'Morgana'
'Garen', 'Nidalee', 'Talon', 'Caitlyn', 'Thresh', 'Gangplank', 'Lee Sin', 'Twisted Fate', 'Jinx', 'Lulu'
'Quinn', 'Olaf', 'Vladimir', "Kai'Sa", 'Nautilus', 'Jax', 'Nidalee', 'Lucian', 'Miss Fortune', 'Thresh'
'Pantheon', 'Elise', 'Qiyana', "Kai'Sa", 'Pyke', 'Jayce', 'Ekko', 'Vladimir', 'Jinx', 'Thresh'
'Mordekaiser', 'Ekko', 'Akali', 'Jinx', 'Janna', 'Poppy', 'Kindred', 'Zoe', 'Ashe', 'Zyra'
'Lucian', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Volibear', 'Gangplank', 'Ekko', 'Irelia', 'Xayah', 'Rakan'
'Kayle', 'Shaco', 'Twisted Fate', 'Xayah', 'Gragas', 'Yasuo', 'Ekko', 'Vladimir', "Kai'Sa", 'Bard'
'Fiora', 'Taliyah', 'Twisted Fate', 'Ezreal', 'Zyra', 'Darius', 'Elise', 'Kled', "Kai'Sa", 'Nautilus'
'Vladimir', 'Rengar', 'Galio', 'Yasuo', 'Nautilus', 'Zilean', 'Karthus', 'Garen', 'Ashe', 'Zyra'
'Riven', "Kha'Zix", 'LeBlanc', 'Caitlyn', 'Lux', 'Jayce', 'Kindred', 'Galio', 'Ashe', 'Nautilus'
'Renekton', 'Karthus', 'Heimerdinger', 'Lucian', 'Leona', 'Quinn', 'Nidalee', 'Cassiopeia', "Kai'Sa", 'Nautilus'
'Jayce', 'Taliyah', 'Renekton', 'Jinx', 'Thresh', 'Irelia', 'Ekko', 'Karthus', 'Caitlyn', 'Pyke'
'Quinn', 'Nidalee', 'Cassiopeia', 'Ashe', 'Tahm Kench', 'Ryze', 'Aatrox', 'Ahri', 'Neeko', 'Rakan'
'Pantheon', 'Nidalee', 'Ezreal', "Kai'Sa", 'Blitzcrank', 'Heimerdinger', 'Ekko', 'Garen', 'Sivir', 'Soraka'
'Jarvan IV', 'Lee Sin', 'Twisted Fate', 'Lucian', 'Pyke', 'Heimerdinger', 'Dr. Mundo', 'Vladimir', "Kai'Sa", 'Nautilus'
'Renekton', 'Dr. Mundo', 'Cassiopeia', "Kai'Sa", 'Leona', 'Garen', 'Kayn', 'Vladimir', 'Vayne', 'Blitzcrank'
'Kayle', 'Lee Sin', 'Ekko', 'Lucian', 'Fiddlesticks', 'Gangplank', 'Nidalee', 'Fizz', "Kai'Sa", 'Nautilus'
'Sion', 'Graves', 'Mordekaiser', "Kai'Sa", 'Leona', 'Heimerdinger', 'Nidalee', 'Camille', 'Vayne', 'Blitzcrank'
'Pyke', 'Lee Sin', 'Malzahar', 'Ashe', 'Thresh', 'Renekton', 'Elise', 'Syndra', 'Lucian', 'Bard'
'Urgot', "Rek'Sai", 'Zoe', 'Ashe', 'Thresh', 'Shen', 'Gragas', 'Ekko', 'Lucian', 'Bard'
'Qiyana', 'Karthus', 'Akali', "Kai'Sa", 'Leona', 'Irelia', 'Rammus', 'Zoe', 'Jinx', 'Zilean'
'Kayle', 'Olaf', 'Pyke', 'Lucian', 'Gragas', 'Sylas', 'Rammus', 'Zilean', 'Ezreal', 'Soraka'
'Ryze', 'Kindred', 'Pantheon', 'Ezreal', "Vel'Koz", 'Jayce', 'Lee Sin', 'Lulu', 'Jinx', 'Thresh'
'Irelia', 'Karthus', 'Teemo', 'Lucian', 'Karma', 'Rumble', "Kha'Zix", 'Qiyana', 'Ezreal', 'Zilean'
'Teemo', 'Lee Sin', 'Ahri', 'Xayah', 'Thresh', 'Ryze', 'Taliyah', 'Qiyana', 'Ezreal', 'Alistar'
'Hecarim', 'Dr. Mundo', 'Katarina', "Kai'Sa", 'Alistar', 'Vladimir', 'Jarvan IV', 'Fizz', 'Ashe', 'Braum'
'Rumble', 'Lee Sin', 'Ekko', 'Lucian', 'Yuumi', 'Kled', 'Nidalee', 'Ryze', 'Xayah', 'Morgana'
'Camille', 'Maokai', 'Akali', 'Caitlyn', 'Lux', 'Irelia', 'Gragas', 'Aatrox', 'Ezreal', 'Thresh'
'Aatrox', 'Gragas', 'Kassadin', 'Ashe', 'Bard', 'Karma', "Rek'Sai", 'Aurelion Sol', "Kai'Sa", 'Galio'
'Rengar', 'Kindred', 'Twisted Fate', 'Lucian', 'Thresh', 'Kled', 'Ekko', 'Talon', 'Caitlyn', 'Bard'
'Jax', 'Taliyah', 'Jayce', "Kai'Sa", 'Gragas', 'Fiora', 'Jarvan IV', 'Twisted Fate', 'Lucian', 'Thresh'
'Jax', 'Ekko', 'Syndra', 'Ashe', 'Blitzcrank', 'Riven', 'Olaf', 'Sylas', 'Vayne', 'Janna'
'Renekton', 'Warwick', 'Zed', 'Heimerdinger', 'Nautilus', 'Tristana', 'Taliyah', 'Jax', 'Jinx', 'Rakan'
'Kled', 'Nidalee', 'Jax', 'Jinx', 'Nautilus', 'Kayle', 'Taliyah', 'Pantheon', 'Xayah', 'Alistar'
'Garen', "Rek'Sai", 'Viktor', "Kai'Sa", 'Bard', 'Rengar', 'Taliyah', 'LeBlanc', 'Ezreal', 'Nautilus'
'Camille', 'Jarvan IV', 'Akali', "Kai'Sa", 'Pyke', 'Kled', 'Lee Sin', 'Vladimir', 'Xayah', 'Nautilus'
'Kled', 'Ekko', 'Katarina', 'Lucian', 'Nautilus', "Cho'Gath", 'Elise', 'Qiyana', 'Miss Fortune', 'Blitzcrank'
'Kayle', 'Taliyah', 'Yasuo', 'Lucian', 'Karma', 'Irelia', 'Xin Zhao', 'Ahri', 'Jinx', 'Morgana'
'Pyke', 'Zac', 'Kayle', "Kai'Sa", 'Nautilus', 'Irelia', 'Jarvan IV', 'Yasuo', 'Neeko', 'Alistar'
'Camille', 'Nidalee', 'Lucian', "Kai'Sa", 'Nautilus', 'Jayce', "Kha'Zix", 'Taliyah', 'Jinx', 'Alistar'
'Fiora', 'Ekko', 'Fizz', 'Ezreal', 'Karma', 'Kennen', "Kha'Zix", 'Sylas', 'Ashe', 'Rakan'
'Akali', 'Nunu & Willump', 'Qiyana', "Kai'Sa", 'Nautilus', 'Pantheon', 'Ekko', 'Talon', 'Miss Fortune', 'Zilean'
