'Azir', 'Taliyah', 'Caitlyn', 'Zyra', 'Udyr', 'Karma', 'Zilean', 'Olaf', 'Ezreal', 'Amumu'
'Shen', 'Elise', 'Qiyana', 'Miss Fortune', 'Alistar', 'Heimerdinger', 'Sylas', 'Anivia', 'Ezreal', 'Nautilus'
'Twisted Fate', 'Ekko', 'Fiora', 'Ezreal', 'Yuumi', 'Shen', 'Karthus', 'Yasuo', 'Miss Fortune', 'Bard'
'Jayce', "Rek'Sai", "Vel'Koz", "Kai'Sa", 'Alistar', 'Camille', 'Nidalee', 'Syndra', 'Miss Fortune', 'Thresh'
'Mordekaiser', 'Gragas', 'Qiyana', 'Caitlyn', 'Soraka', 'Renekton', 'Ekko', 'Taliyah', 'Varus', 'Tahm Kench'
'Camille', 'Kindred', 'Zoe', 'Ezreal', 'Karma', 'Jayce', 'Ekko', 'Akali', 'Caitlyn', 'Morgana'
'Kennen', 'Karthus', 'Qiyana', 'Ezreal', 'Karma', 'Vladimir', 'Kayn', 'Nocturne', "Kai'Sa", 'Bard'
'Renekton', 'Nidalee', 'Irelia', 'Xayah', 'Alistar', 'Karma', "Kha'Zix", 'Camille', 'Tristana', 'Nautilus'
'Diana', 'Gragas', 'Yasuo', "Kai'Sa", 'Morgana', 'Garen', 'Lee Sin', 'Galio', 'Ezreal', 'Karma'
'Jax', 'Lee Sin', 'Aatrox', 'Taliyah', 'Nautilus', 'Camille', 'Kindred', 'Karthus', "Kai'Sa", 'Thresh'
'Vladimir', 'Elise', 'Talon', "Kai'Sa", 'Alistar', 'Twisted Fate', 'Nidalee', 'Shen', 'Sivir', 'Gragas'
'Jax', 'Ekko', 'Qiyana', "Kai'Sa", 'Gragas', 'Camille', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Karma'
'Lucian', 'Qiyana', 'Zoe', "Kai'Sa", 'Galio', 'Kayle', 'Gragas', 'Yasuo', 'Miss Fortune', 'Braum'
'Shen', 'Lee Sin', 'Vladimir', 'Kalista', 'Blitzcrank', 'Poppy', 'Taliyah', 'Pantheon', 'Ashe', 'Nautilus'
'Poppy', 'Elise', 'Ryze', 'Xayah', 'Janna', 'Viktor', 'Lee Sin', 'Syndra', 'Jinx', 'Thresh'
'Jax', 'Xin Zhao', 'Twisted Fate', "Kai'Sa", 'Leona', 'Tryndamere', "Rek'Sai", 'Rumble', 'Miss Fortune', 'Gragas'
'Rengar', 'Ekko', "Vel'Koz", 'Xayah', 'Rakan', 'Pantheon', 'Karthus', 'Jayce', 'Sivir', 'Alistar'
'Kayle', 'Evelynn', 'Qiyana', 'Ezreal', 'Rakan', 'Riven', "Kha'Zix", 'Ryze', 'Yasuo', 'Pyke'
'Shen', 'Ekko', 'LeBlanc', 'Draven', 'Volibear', 'Camille', 'Nidalee', 'Syndra', 'Miss Fortune', 'Nautilus'
'Pantheon', "Kha'Zix", 'Aurelion Sol', 'Xayah', 'Rakan', 'Renekton', 'Karthus', 'Ryze', 'Ezreal', 'Gragas'
'Jayce', 'Elise', 'Twisted Fate', 'Caitlyn', 'Lux', 'Heimerdinger', "Rek'Sai", 'Galio', 'Ezreal', 'Tahm Kench'
'Aatrox', 'Ekko', 'Ezreal', 'Vayne', 'Braum', 'Fiora', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Volibear'
'Gnar', 'Olaf', 'Galio', 'Lucian', 'Nautilus', 'Ryze', 'Zac', 'Yasuo', 'Miss Fortune', 'Swain'
'Vladimir', 'Elise', 'Pantheon', 'Draven', 'Leona', 'Renekton', 'Ekko', 'Twisted Fate', 'Miss Fortune', 'Alistar'
'Jayce', "Rek'Sai", 'Ryze', 'Xayah', 'Rakan', 'Camille', 'Elise', 'Qiyana', 'Ezreal', 'Gragas'
'Kayle', 'Karthus', 'Aatrox', 'Lucian', 'Volibear', 'Jayce', "Kha'Zix", 'Aurelion Sol', 'Sivir', 'Tahm Kench'
'Illaoi', 'Jarvan IV', 'Pantheon', 'Ezreal', 'Lux', 'Poppy', 'Taliyah', 'Syndra', 'Ashe', 'Xerath'
'Irelia', 'Lee Sin', 'Anivia', 'Miss Fortune', 'Thresh', 'Jayce', 'Rumble', 'Lucian', 'Caitlyn', 'Morgana'
'Camille', "Kha'Zix", 'Galio', 'Ezreal', 'Nautilus', 'Renekton', 'Ekko', 'Rumble', 'Xayah', 'Rakan'
'Rumble', 'Nocturne', 'Syndra', 'Kalista', 'Thresh', 'Kayle', 'Kayn', 'Twisted Fate', 'Xayah', 'Blitzcrank'
'Jayce', 'Karthus', 'Rumble', 'Yasuo', 'Blitzcrank', 'Galio', 'Taliyah', 'Pantheon', 'Xayah', 'Pyke'
'Gangplank', 'Graves', 'Rumble', 'Heimerdinger', 'Morgana', 'Ryze', 'Nidalee', 'Qiyana', "Kai'Sa", 'Swain'
'Rumble', 'Kindred', 'Fiora', "Kai'Sa", 'Nautilus', 'Karma', "Kha'Zix", 'Aatrox', 'Vayne', 'Shen'
'Fiora', "Kai'Sa", 'Rumble', 'Ashe', 'Lulu', 'Aatrox', 'Nidalee', 'Camille', 'Xayah', 'Swain'
'Fiora', 'Karthus', 'Rumble', 'Xayah', 'Thresh', 'Sylas', 'Kindred', 'Urgot', "Kai'Sa", 'Lulu'
'Rumble', 'Lee Sin', 'Kayle', 'Lucian', 'Bard', 'Shen', 'Taliyah', 'Irelia', 'Ezreal', 'Swain'
'Gangplank', 'Sylas', 'Rumble', 'Ezreal', 'Rakan', 'Kled', 'Taliyah', 'Akali', 'Xayah', 'Morgana'
'Rumble', 'Lee Sin', 'Sylas', "Kai'Sa", 'Nautilus', 'Quinn', 'Shyvana', "Vel'Koz", 'Xayah', 'Leona'
'Kennen', 'Evelynn', 'Talon', 'Ezreal', 'Karma', 'Qiyana', 'Sylas', 'Rumble', 'Jinx', 'Bard'
'Jayce', 'Ekko', 'Zoe', 'Kalista', 'Thresh', 'Kayle', 'Kindred', 'Rumble', 'Draven', 'Karma'
'Quinn', 'Lee Sin', 'Irelia', 'Syndra', 'Lux', 'Jayce', 'Qiyana', 'Orianna', 'Malzahar', 'Bard'
'Poppy', 'Taliyah', 'Akali', "Kai'Sa", 'Nautilus', 'Kennen', 'Karthus', 'Lucian', 'Ezreal', 'Galio'
'Twisted Fate', 'Kindred', 'Vladimir', 'Ezreal', 'Pyke', 'Garen', 'Nidalee', 'Akali', "Kai'Sa", 'Nautilus'
'Garen', 'Nidalee', 'Galio', 'Caitlyn', 'Shen', 'Vayne', 'Karthus', 'Gangplank', "Kai'Sa", 'Leona'
'Garen', 'Karthus', 'Lucian', 'Xayah', 'Thresh', 'Vladimir', 'Olaf', 'Galio', "Kai'Sa", 'Leona'
'Poppy', 'Nidalee', 'Jayce', "Kai'Sa", 'Nautilus', 'Twisted Fate', 'Ekko', 'Renekton', 'Jinx', 'Thresh'
'Vladimir', 'Lee Sin', "Vel'Koz", 'Tristana', 'Nautilus', 'Kled', 'Ekko', 'Kassadin', "Kai'Sa", 'Thresh'
'Shen', 'Nidalee', 'Jayce', 'Xayah', 'Gragas', 'Ryze', "Kha'Zix", 'Akali', "Kai'Sa", 'Nautilus'
'Lucian', 'Taliyah', 'Akali', 'Vayne', 'Lux', 'Jayce', 'Karthus', 'Twisted Fate', 'Ezreal', 'Janna'
'Jayce', 'Lee Sin', 'Twisted Fate', 'Jinx', 'Thresh', 'Vladimir', 'Ekko', 'Nocturne', 'Ezreal', 'Pyke'
'Irelia', 'Nidalee', 'Garen', 'Ashe', 'Bard', 'Karma', 'Elise', 'Kled', 'Lucian', 'Zyra'
'Pantheon', 'Ekko', 'Shen', "Kai'Sa", 'Blitzcrank', 'Renekton', 'Karthus', 'Ahri', 'Jinx', 'Thresh'
'Ornn', 'Nunu & Willump', 'Lucian', 'Xayah', 'Rakan', 'Draven', 'Ekko', 'Jayce', 'Miss Fortune', 'Karma'
'Mordekaiser', 'Lee Sin', 'LeBlanc', 'Xayah', 'Thresh', 'Kayle', 'Kindred', 'Jayce', "Kai'Sa", 'Gragas'
'Poppy', 'Olaf', 'Taliyah', 'Xayah', 'Swain', 'Aatrox', 'Ekko', 'Nocturne', "Kai'Sa", 'Gragas'
'Riven', 'Elise', 'Zoe', 'Yasuo', 'Gragas', 'Camille', 'Ekko', 'Talon', "Kai'Sa", 'Thresh'
'Kled', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Leona', 'Aatrox', 'Lee Sin', 'Zoe', 'Taliyah', 'Nautilus'
'Poppy', 'Lee Sin', 'Vladimir', 'Xayah', 'Leona', 'Kayle', 'Nidalee', 'Qiyana', "Kai'Sa", 'Braum'
'Rengar', 'Ekko', 'Ryze', 'Lucian', 'Braum', 'Jayce', 'Kindred', 'Twisted Fate', 'Yasuo', 'Nautilus'
'Lucian', 'Lee Sin', 'Lissandra', 'Jinx', 'Thresh', 'Garen', "Rek'Sai", 'LeBlanc', 'Kalista', 'Pyke'
'Sion', 'Elise', 'Zoe', "Kai'Sa", 'Pyke', 'Jayce', 'Taliyah', 'Talon', 'Ezreal', 'Rakan'
'Ekko', 'Olaf', 'Lissandra', 'Xayah', "Vel'Koz", 'Garen', 'Lee Sin', 'Viktor', 'Ezreal', 'Lux'
'Garen', 'Taliyah', 'Quinn', 'Jinx', 'Tahm Kench', 'Kennen', "Rek'Sai", 'Ezreal', 'Tristana', 'Fiddlesticks'
'Mordekaiser', "Kha'Zix", 'Vladimir', 'Caitlyn', 'Morgana', 'Ryze', 'Lee Sin', 'Lulu', "Kog'Maw", 'Karma'
'Vayne', 'Ekko', 'Renekton', "Kai'Sa", 'Shen', 'Camille', 'Gragas', 'Qiyana', 'Miss Fortune', 'Nautilus'
'Lucian', 'Nidalee', 'Renekton', 'Ezreal', 'Tahm Kench', 'Twisted Fate', 'Lee Sin', 'Viktor', "Kai'Sa", 'Thresh'
'Vladimir', "Kha'Zix", 'Ryze', 'Ezreal', 'Leona', 'Kled', 'Ekko', 'Kassadin', "Kai'Sa", 'Nautilus'
'Karma', 'Kindred', 'Zilean', "Kai'Sa", 'Volibear', 'Kayle', 'Ekko', 'Ryze', 'Xayah', 'Rakan'
'Ryze', 'Lee Sin', 'Aatrox', "Kai'Sa", 'Pyke', 'Rumble', 'Nidalee', 'Jayce', 'Xayah', 'Bard'
'Renekton', 'Elise', 'Twisted Fate', "Kai'Sa", 'Thresh', 'Kayle', 'Shyvana', 'Jayce', 'Ashe', 'Nautilus'
'Poppy', 'Shyvana', 'Pantheon', "Kai'Sa", 'Fiddlesticks', 'Lucian', 'Olaf', 'Vladimir', 'Ezreal', 'Karma'
'Gnar', 'Nunu & Willump', 'Lissandra', "Kai'Sa", 'Nautilus', 'Jax', 'Ekko', 'Yasuo', 'Ezreal', 'Thresh'
'Kayle', 'Nunu & Willump', 'Yasuo', 'Xayah', 'Thresh', 'Shen', 'Olaf', 'Akali', "Kai'Sa", 'Galio'
'Gangplank', 'Nunu & Willump', 'Cassiopeia', "Kai'Sa", 'Thresh', 'Renekton', 'Gragas', 'LeBlanc', 'Jinx', 'Nautilus'
'Jax', 'Ekko', 'Qiyana', 'Varus', 'Leona', 'Irelia', 'Nunu & Willump', 'Twisted Fate', 'Miss Fortune', 'Pyke'
'Shen', 'Karthus', 'Ryze', "Kai'Sa", 'Pyke', 'Aatrox', 'Nunu & Willump', 'Yasuo', 'Cassiopeia', 'Zyra'
'Renekton', 'Nunu & Willump', 'Syndra', 'Ezreal', 'Tahm Kench', 'Vladimir', 'Gragas', 'Yasuo', 'Ashe', 'Bard'
'Garen', 'Lee Sin', 'Zoe', 'Ezreal', 'Leona', 'Lucian', 'Jarvan IV', 'Orianna', "Kai'Sa", 'Thresh'
'Rumble', 'Elise', 'Talon', "Kai'Sa", 'Nautilus', 'Jayce', 'Ekko', 'Pantheon', 'Sivir', 'Swain'
'Vladimir', 'Poppy', 'Qiyana', 'Lucian', 'Nautilus', 'Kayle', "Rek'Sai", 'Zoe', 'Miss Fortune', 'Thresh'
'Neeko', 'Gragas', 'Irelia', 'Lucian', 'Pyke', 'Viktor', "Rek'Sai", 'LeBlanc', 'Ezreal', 'Karma'
'Kennen', "Rek'Sai", 'Karma', 'Xayah', 'Nautilus', 'Renekton', 'Elise', 'Galio', "Kai'Sa", 'Morgana'
'Aatrox', 'Taliyah', 'Galio', 'Lucian', 'Morgana', 'Jayce', 'Zac', 'Ryze', 'Xayah', 'Rakan'
'Vladimir', 'Graves', 'Qiyana', 'Lucian', 'Bard', 'Jayce', 'Kindred', 'LeBlanc', "Kai'Sa", 'Volibear'
'Volibear', 'Taliyah', 'Garen', 'Ezreal', 'Tahm Kench', 'Camille', 'Ekko', 'Qiyana', 'Xayah', 'Pyke'
'Darius', 'Evelynn', 'Camille', 'Jinx', 'Thresh', 'Irelia', "Rek'Sai", 'Vladimir', 'Xayah', 'Zyra'
'Quinn', 'Shaco', 'Akali', 'Tahm Kench', 'Sona', 'Veigar', 'Yasuo', 'Zed', 'Vayne', 'Alistar'
'Ivern', 'Rengar', "Kai'Sa", 'Urgot', "Vel'Koz", 'Thresh', 'Singed', 'Rammus', 'Jinx', 'LeBlanc'
'Lissandra', 'Graves', 'Katarina', 'Ezreal', "Vel'Koz", 'Renekton', 'Riven', 'Malzahar', 'Xayah', 'Yuumi'
'Irelia', 'Karthus', 'Twisted Fate', 'Xayah', 'Nautilus', 'Akali', 'Nidalee', 'Nocturne', 'Lucian', 'Braum'
'Ryze', 'Lee Sin', 'Aatrox', 'Xayah', 'Pyke', 'Renekton', 'Zac', 'Galio', 'Ezreal', 'Taliyah'
'Aatrox', 'Shyvana', 'Karma', 'Xayah', 'Nautilus', 'Fiora', 'Kindred', 'Rumble', "Kai'Sa", 'Thresh'
'Camille', 'Shyvana', 'Heimerdinger', 'Ezreal', 'Blitzcrank', 'Kayle', 'Kindred', 'Sylas', 'Jhin', 'Bard'
'Tristana', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Alistar', 'Quinn', 'Gragas', 'Ornn', 'Xayah', 'Rakan'
'Jayce', 'Nidalee', 'Kayle', 'Xayah', 'Rakan', 'Ryze', 'Lee Sin', 'Pantheon', "Kai'Sa", 'Thresh'
'Irelia', 'Karthus', 'Lucian', 'Jinx', 'Thresh', 'Rumble', 'Lee Sin', 'Qiyana', 'Xayah', 'Janna'
'Olaf', 'Lee Sin', 'LeBlanc', 'Xayah', 'Nautilus', 'Fiora', 'Taliyah', 'Yasuo', 'Jax', 'Taric'
'Renekton', 'Nidalee', 'Irelia', 'Xayah', 'Alistar', 'Karma', "Kha'Zix", 'Camille', 'Tristana', 'Nautilus'
'Renekton', 'Zac', 'Taliyah', 'Lucian', 'Thresh', 'Akali', 'Lee Sin', 'Camille', "Kai'Sa", 'Nautilus'
'Garen', 'Nocturne', 'Vladimir', 'Lucian', 'Nautilus', 'Irelia', "Kha'Zix", 'Akali', 'Xayah', 'Rakan'
'Kennen', "Kha'Zix", 'Ryze', 'Ashe', 'Thresh', 'Rengar', 'Olaf', 'Diana', 'Miss Fortune', 'Nautilus'
'Garen', "Kha'Zix", 'Twisted Fate', 'Ezreal', 'Alistar', 'Pantheon', 'Ekko', 'Akali', 'Jinx', 'Nautilus'
'Kayle', 'Taliyah', 'Qiyana', 'Jinx', 'Alistar', 'Camille', 'Elise', 'Galio', 'Twitch', 'Rakan'
'Camille', 'Nidalee', 'Qiyana', 'Caitlyn', 'Morgana', 'Rengar', 'Elise', 'Diana', "Kai'Sa", 'Thresh'
'Jayce', 'Ekko', 'Neeko', "Kai'Sa", 'Nautilus', 'Pantheon', "Rek'Sai", 'Ryze', 'Jinx', 'Thresh'
'Kayle', "Rek'Sai", 'Jayce', 'Karma', 'Tahm Kench', 'Kled', 'Lee Sin', 'Galio', 'Ezreal', 'Jarvan IV'
'Rumble', 'Lee Sin', 'Vladimir', 'Draven', 'Thresh', 'Kayle', 'Ekko', 'Lucian', "Kai'Sa", 'Nautilus'
'Pantheon', 'Nidalee', 'Galio', 'Jhin', 'Rakan', 'Rengar', 'Graves', 'Ahri', 'Miss Fortune', 'Bard'
'Kayle', "Rek'Sai", 'Sylas', 'Ashe', 'Nautilus', 'Vladimir', 'Lee Sin', 'Ryze', 'Caitlyn', 'Lux'
'Lucian', 'Nidalee', 'Renekton', "Kai'Sa", 'Pyke', 'Jayce', 'Elise', 'Taliyah', 'Quinn', 'Nautilus'
'Jayce', 'Ekko', 'Twisted Fate', 'Lucian', 'Braum', 'Ornn', 'Elise', 'Talon', "Kai'Sa", 'Thresh'
'Rengar', 'Ekko', 'Diana', 'Lucian', 'Gragas', 'Kayle', 'Poppy', 'Camille', 'Ezreal', 'Tahm Kench'
'Twisted Fate', 'Elise', 'Jayce', 'Miss Fortune', 'Leona', 'Gangplank', 'Nunu & Willump', 'Irelia', 'Ashe', 'Rakan'
'Vayne', 'Nunu & Willump', 'Qiyana', 'Draven', 'Blitzcrank', 'Garen', 'Lee Sin', 'Zoe', 'Brand', 'Pyke'
'Fiora', 'Karthus', 'Talon', 'Lucian', 'Gragas', 'Garen', 'Ekko', 'Zoe', 'Brand', 'Swain'
'Jax', 'Olaf', 'Taliyah', "Kai'Sa", 'Nautilus', 'Kennen', 'Graves', 'Galio', 'Ezreal', 'Bard'
'Vladimir', 'Karthus', 'Tristana', 'Lucian', 'Leona', 'Renekton', 'Elise', 'Akali', 'Ashe', 'Thresh'
'Quinn', 'Ekko', 'Vladimir', 'Xayah', 'Pyke', 'Irelia', 'Gragas', 'Kassadin', "Kai'Sa", 'Nautilus'
'Quinn', 'Lee Sin', 'Garen', 'Jinx', 'Tahm Kench', 'Lucian', 'Ekko', 'Galio', "Kai'Sa", 'Soraka'
'Kayle', 'Kindred', 'Zoe', "Kai'Sa", 'Lux', 'Tristana', "Rek'Sai", 'Galio', 'Lucian', 'Gragas'
'Kayle', 'Nidalee', 'Jayce', 'Varus', 'Thresh', 'Camille', 'Elise', 'Rumble', 'Lucian', 'Leona'
'Jax', 'Graves', 'Azir', "Kai'Sa", 'Alistar', 'Camille', 'Elise', 'Galio', 'Xayah', 'Nautilus'
'Aatrox', 'Kindred', 'Vladimir', "Kai'Sa", 'Thresh', 'Akali', "Rek'Sai", 'Orianna', 'Xayah', 'Nautilus'
'Vladimir', 'Elise', 'Qiyana', 'Miss Fortune', 'Nautilus', 'Irelia', 'Ekko', 'LeBlanc', 'Jinx', 'Morgana'
'Irelia', 'Ekko', 'Garen', 'Xayah', 'Gragas', 'Pantheon', 'Nunu & Willump', 'Fizz', 'Varus', 'Tahm Kench'
'Gangplank', 'Nidalee', 'Akali', 'Xayah', 'Pyke', 'Garen', 'Lee Sin', 'LeBlanc', 'Caitlyn', 'Morgana'
'Quinn', 'Ekko', 'Jax', 'Ezreal', 'Leona', 'Jayce', 'Lee Sin', 'Zoe', 'Ashe', 'Alistar'
'Tryndamere', 'Lee Sin', 'Zilean', 'Xayah', 'Alistar', 'Camille', 'Elise', 'Taliyah', 'Caitlyn', 'Thresh'
'Mordekaiser', 'Lee Sin', 'LeBlanc', 'Xayah', 'Thresh', 'Kayle', 'Kindred', 'Jayce', "Kai'Sa", 'Gragas'
'Camille', 'Graves', 'Lissandra', "Kai'Sa", 'Lulu', 'Kayle', 'Skarner', 'Zoe', 'Kalista', 'Thresh'
'Kayle', 'Nidalee', 'Yasuo', 'Ezreal', 'Braum', 'Jayce', "Kha'Zix", 'Zoe', "Kai'Sa", 'Alistar'
'Camille', 'Karthus', 'Rumble', "Kai'Sa", 'Gragas', 'Fiora', "Kha'Zix", 'Syndra', 'Miss Fortune', 'Nautilus'
'Neeko', 'Vayne', 'Karma', 'Sylas', 'Taliyah', 'Caitlyn', 'Nasus', 'Katarina', 'Riven', 'Kindred'
'Jax', 'Lee Sin', 'Syndra', 'Vayne', 'Bard', 'Riven', 'Ekko', 'Olaf', 'Xayah', 'Blitzcrank'
'Garen', "Kha'Zix", 'Twisted Fate', 'Ezreal', 'Alistar', 'Pantheon', 'Ekko', 'Akali', 'Jinx', 'Nautilus'
'Vladimir', 'Lee Sin', 'Qiyana', 'Jinx', 'Blitzcrank', 'Renekton', 'Elise', 'Lucian', "Kai'Sa", 'Lulu'
'Renekton', 'Elise', 'Camille', 'Xayah', 'Rakan', 'Poppy', 'Xin Zhao', 'Gragas', 'Ezreal', 'Tahm Kench'
'Jayce', 'Ekko', 'Neeko', "Kai'Sa", 'Nautilus', 'Pantheon', "Rek'Sai", 'Ryze', 'Jinx', 'Thresh'
'Rumble', 'Garen', 'Kayle', 'Ezreal', 'Yuumi', 'Vayne', 'Ekko', 'Yasuo', 'Xayah', 'Rakan'
'Karma', 'Taliyah', 'Pantheon', 'Jinx', 'Thresh', 'Rumble', "Kha'Zix", 'Twisted Fate', "Kai'Sa", 'Nautilus'
'Yuumi', 'Amumu', 'Zed', 'Kayle', 'Garen', 'Irelia', 'Lee Sin', 'Pyke', 'Twisted Fate', 'Blitzcrank'
'Renekton', 'Lee Sin', 'Ryze', 'Ashe', 'Blitzcrank', 'Illaoi', 'Poppy', 'Morgana', 'Caitlyn', 'Orianna'
'Garen', 'Lee Sin', 'Zoe', 'Ezreal', 'Leona', 'Lucian', 'Jarvan IV', 'Orianna', "Kai'Sa", 'Thresh'
'Rumble', 'Xin Zhao', 'Mordekaiser', "Kai'Sa", 'Nautilus', 'Gangplank', 'Lee Sin', 'Taliyah', 'Ezreal', 'Karma'
'Akali', 'Sejuani', 'Yasuo', 'Jinx', 'Tahm Kench', 'Aatrox', 'Ekko', 'Renekton', "Kai'Sa", 'Leona'
'Renekton', 'Olaf', 'Rumble', "Kai'Sa", 'Leona', 'Rengar', 'Gragas', 'Nocturne', 'Ezreal', 'Alistar'
'Renekton', 'Xin Zhao', 'Zoe', 'Ezreal', 'Braum', 'Akali', 'Graves', 'Yasuo', 'Lucian', 'Leona'
'Rengar', 'Lee Sin', 'Galio', 'Xayah', 'Rakan', 'Akali', 'Karthus', 'Talon', 'Ashe', 'Leona'
'Kayle', 'Taliyah', 'Pantheon', 'Miss Fortune', 'Leona', 'Yasuo', 'Xin Zhao', 'Ryze', 'Ezreal', 'Swain'
'Vayne', 'Sylas', 'Galio', 'Jinx', 'Thresh', 'Garen', 'Nidalee', 'Renekton', 'Tristana', 'Nautilus'
'Jayce', 'Karthus', 'Viktor', 'Lucian', 'Leona', 'Quinn', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Swain'
'Vladimir', 'Poppy', 'Talon', 'Lucian', 'Thresh', 'Akali', 'Karthus', 'Renekton', "Kai'Sa", 'Nautilus'
'Kayle', 'Lee Sin', 'Taliyah', 'Sivir', 'Lux', 'Vladimir', 'Gragas', 'Yasuo', "Kai'Sa", 'Nautilus'
'Volibear', 'Garen', 'Zoe', 'Miss Fortune', 'Thresh', 'Camille', 'Ekko', 'Yasuo', 'Lucian', 'Leona'
'Shen', 'Lee Sin', 'Zoe', 'Caitlyn', 'Rakan', 'Vladimir', "Kha'Zix", 'Akali', "Kai'Sa", 'Bard'
'Vladimir', 'Lee Sin', "Vel'Koz", 'Tristana', 'Nautilus', 'Kled', 'Ekko', 'Kassadin', "Kai'Sa", 'Thresh'
'Vladimir', 'Lee Sin', "Vel'Koz", 'Ezreal', 'Tahm Kench', 'Quinn', 'Ekko', 'Qiyana', 'Jinx', 'Thresh'
'Camille', 'Ekko', 'Qiyana', "Kai'Sa", 'Alistar', 'Shen', 'Nidalee', 'Nocturne', 'Ezreal', "Vel'Koz"
'Ezreal', 'Ekko', 'Ryze', 'Ashe', 'Morgana', 'Fiora', "Kha'Zix", 'Yasuo', 'Twitch', "Vel'Koz"
'Shen', 'Shyvana', 'Garen', "Kai'Sa", 'Nautilus', 'Jayce', 'Ekko', "Vel'Koz", 'Ezreal', 'Tahm Kench'
'Jax', 'Kindred', "Vel'Koz", 'Tristana', 'Pyke', 'Renekton', 'Lee Sin', 'Syndra', "Kai'Sa", 'Rakan'
'Gangplank', 'Zac', 'Twisted Fate', 'Lucian', 'Morgana', 'Shen', 'Olaf', "Vel'Koz", 'Xayah', 'Volibear'
'Jax', 'Elise', 'Ahri', "Kai'Sa", 'Nautilus', 'Kayle', 'Gragas', "Vel'Koz", 'Jhin', 'Tahm Kench'
'Gragas', 'Xayah', 'Vladimir', 'Skarner', 'Ashe', 'Lucian', 'Twitch', 'Camille', 'Karthus', 'Syndra'
'Vladimir', "Rek'Sai", 'Zed', 'Syndra', 'Rakan', 'Camille', 'Ekko', 'Kassadin', 'Xayah', 'Bard'
'Camille', 'Olaf', 'Fizz', 'Kalista', 'Pyke', 'Renekton', 'Xin Zhao', 'Ryze', 'Xayah', 'Morgana'
'Camille', 'Kindred', 'Karma', 'Syndra', 'Morgana', 'Fiora', 'Karthus', 'Zed', 'Ezreal', 'Zyra'
'Rengar', 'Ekko', 'Ryze', 'Lucian', 'Braum', 'Jayce', 'Kindred', 'Twisted Fate', 'Yasuo', 'Nautilus'
'Irelia', 'Nidalee', 'Rengar', "Kai'Sa", 'Nautilus', 'Garen', 'Ekko', 'Galio', 'Lucian', 'Shen'
'Camille', 'Taliyah', 'Zoe', 'Yasuo', 'Rakan', 'Vladimir', 'Jarvan IV', 'Akali', 'Lucian', 'Bard'
'Gangplank', 'Karthus', 'Jayce', 'Yasuo', 'Morgana', 'Pantheon', 'Ekko', 'Olaf', 'Ezreal', 'Leona'
'Rengar', 'Brand', 'Aatrox', 'Quinn', 'Soraka', 'Renekton', 'Elise', 'Irelia', 'Yasuo', 'Nautilus'
'Galio', 'Lee Sin', 'Ryze', 'Xayah', 'Karma', 'Irelia', 'Kindred', 'Kayle', "Kai'Sa", 'Bard'
'Teemo', 'Udyr', 'Syndra', 'Varus', 'Ashe', 'Irelia', 'Shaco', 'Zoe', 'Yasuo', 'Pyke'
'Karma', "Rek'Sai", 'Galio', 'Lucian', 'Leona', 'Kennen', 'Lee Sin', 'Kassadin', 'Jinx', 'Nautilus'
'Sion', "Kha'Zix", 'Zoe', "Kai'Sa", 'Rakan', 'Kayle', 'Ekko', 'Zed', 'Xayah', 'Nautilus'
'Hecarim', 'Lee Sin', 'Kayle', "Kai'Sa", 'Nautilus', 'Irelia', 'Elise', 'Twisted Fate', 'Ezreal', 'Pyke'
'Shen', 'Shyvana', 'Garen', "Kai'Sa", 'Nautilus', 'Jayce', 'Ekko', "Vel'Koz", 'Ezreal', 'Tahm Kench'
'Garen', 'Ekko', 'Zilean', 'Caitlyn', 'Gragas', 'Camille', 'Nidalee', 'Pantheon', 'Viktor', 'Leona'
"Kai'Sa", 'Caitlyn', 'Taliyah', 'Gangplank', 'Pantheon', 'Katarina', 'Ezreal', 'Ziggs', 'Ryze', 'Camille'
'Jax', 'Xin Zhao', 'Qiyana', "Kai'Sa", 'Lux', 'Karma', 'Kindred', 'LeBlanc', 'Lucian', 'Volibear'
'Sylas', 'Lee Sin', 'Ryze', 'Xayah', 'Rakan', 'Aatrox', 'Xin Zhao', 'Kassadin', 'Lucian', 'Pyke'
'Gangplank', 'Karthus', 'Pantheon', "Kai'Sa", 'Volibear', 'Sylas', "Rek'Sai", "Vel'Koz", 'Ezreal', 'Thresh'
'Ryze', 'Ekko', 'Jayce', 'Lucian', 'Thresh', 'Gangplank', 'Ornn', 'Karma', 'Xayah', 'Rakan'
'Jax', 'Xin Zhao', 'Yasuo', 'Lucian', 'Fiddlesticks', 'Aatrox', 'Sylas', 'Ahri', 'Quinn', 'Pyke'
'Ashe', 'Garen', 'Gangplank', "Kog'Maw", 'Lux', 'Camille', 'Elise', 'Soraka', 'Swain', 'Caitlyn'
'Singed', 'Xin Zhao', 'LeBlanc', 'Ezreal', 'Zilean', 'Sylas', 'Elise', 'Irelia', 'Xayah', 'Rakan'
