'Galio', 'Janna', 'Vayne', 'Sona', 'Karma', 'Ezreal', 'Tryndamere', 'Skarner', 'Nidalee', 'Ziggs'
'Jax', 'Taliyah', 'Irelia', 'Jinx', 'Nautilus', 'Kayle', 'Nidalee', 'Renekton', "Kai'Sa", 'Gragas'
'Xayah', 'Blitzcrank', 'Katarina', 'Graves', 'Varus', 'Zoe', 'Zac', 'Sivir', 'Tahm Kench', 'Karma'
'Pantheon', 'Nidalee', 'Lissandra', 'Caitlyn', 'Leona', 'Gangplank', 'Rengar', 'Malzahar', 'Ezreal', 'Bard'
'Yasuo', 'Lee Sin', 'Katarina', 'Caitlyn', 'Bard', 'Jayce', "Rek'Sai", 'Ryze', 'Ezreal', 'Pyke'
'Irelia', 'Lee Sin', 'Kassadin', 'Ezreal', 'Nautilus', 'Ornn', "Rek'Sai", 'Vladimir', 'Xayah', 'Rakan'
'Malzahar', 'Kindred', 'Ahri', "Kai'Sa", 'Nautilus', 'Vayne', 'Jarvan IV', 'Twisted Fate', 'Lucian', 'Braum'
'Riven', 'Ekko', 'Heimerdinger', 'Lucian', 'Thresh', 'Renekton', 'Graves', 'Zoe', 'Ezreal', 'Zilean'
'Darius', "Rek'Sai", 'Lissandra', 'Ezreal', 'Nautilus', 'Quinn', 'Rengar', 'Vladimir', 'Xayah', 'Blitzcrank'
'Olaf', 'Lee Sin', 'Heimerdinger', "Kai'Sa", 'Lulu', 'Shen', 'Jarvan IV', 'Corki', 'Tristana', 'Nautilus'
'Pantheon', 'Xin Zhao', 'Corki', 'Ezreal', 'Soraka', 'Aatrox', 'Master Yi', 'Taric', 'Xayah', 'Fiddlesticks'
'Kennen', "Rek'Sai", 'Akali', 'Lucian', 'Blitzcrank', 'Zilean', 'Rengar', 'Talon', 'Yasuo', 'Thresh'
'Shaco', 'Zac', 'Jayce', 'Twisted Fate', 'Gragas', 'Jax', 'Zac', 'Fizz', 'Ashe', 'Thresh'
'Garen', 'Karthus', 'Aurelion Sol', "Kai'Sa", 'Pyke', 'Vladimir', 'Shyvana', 'Galio', 'Yasuo', 'Leona'
'Garen', 'Karthus', 'Quinn', 'Vayne', 'Thresh', 'Vladimir', "Kha'Zix", 'Lucian', 'Ashe', 'Bard'
'Camille', 'Twitch', 'Irelia', 'Ezreal', 'Blitzcrank', 'Lucian', 'Lee Sin', 'Fizz', 'Jinx', 'Thresh'
'Talon', 'Shyvana', 'Viktor', 'Lucian', 'Karma', 'Pantheon', 'Zac', 'Anivia', 'Quinn', 'Yuumi'
'Jayce', 'Lee Sin', 'Akali', "Kai'Sa", 'Rakan', 'Fiora', 'Ekko', 'Lissandra', 'Ashe', 'Shen'
'Jayce', 'Karthus', 'Ekko', 'Vayne', 'Blitzcrank', 'Irelia', 'Zac', 'Viktor', 'Draven', 'Nautilus'
'Camille', 'Lee Sin', 'Orianna', "Kai'Sa", 'Alistar', 'Kayle', 'Ekko', "Vel'Koz", 'Lucian', 'Morgana'
'Jayce', 'Taliyah', 'Galio', "Kai'Sa", 'Thresh', 'Camille', 'Zac', 'Tristana', 'Xayah', 'Nautilus'
'Jayce', 'Lee Sin', 'Aatrox', 'Xayah', 'Yuumi', 'Kennen', "Rek'Sai", 'Taliyah', 'Jinx', 'Fiddlesticks'
'Kayle', 'Gragas', 'Jayce', 'Varus', 'Pyke', 'Lucian', 'Ekko', 'Galio', 'Ezreal', 'Fiddlesticks'
'Gangplank', 'Elise', 'Qiyana', "Kai'Sa", 'Nautilus', 'Quinn', 'Nidalee', 'Vladimir', 'Ezreal', 'Karma'
'Maokai', 'Ekko', 'Jayce', 'Jinx', 'Nautilus', 'Kayle', 'Kindred', 'Pantheon', 'Vayne', 'Pyke'
'Pantheon', "Kha'Zix", 'Zoe', "Kai'Sa", 'Morgana', 'Jax', 'Gragas', 'Sylas', 'Miss Fortune', 'Fiddlesticks'
'Heimerdinger', 'Lee Sin', 'Cassiopeia', "Kai'Sa", 'Gragas', 'Jax', 'Xin Zhao', 'Twisted Fate', 'Jinx', 'Thresh'
'Qiyana', 'Nidalee', 'Jayce', "Kai'Sa", 'Nautilus', 'Ryze', 'Lee Sin', 'Neeko', 'Lucian', 'Thresh'
'Fiora', 'Hecarim', 'Ahri', 'Sivir', 'Karma', 'Mordekaiser', 'Nocturne', 'Viktor', 'Jhin', 'Morgana'
'Renekton', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Fiddlesticks', 'Darius', 'Rammus', 'Akali', 'Xayah', 'Soraka'
'Irelia', 'Ekko', 'Sylas', 'Ashe', 'Shen', 'Fiora', 'Nunu & Willump', 'Lux', "Kai'Sa", 'Thresh'
'Jayce', "Rek'Sai", 'Qiyana', 'Miss Fortune', 'Morgana', 'Fiora', 'Olaf', 'Lux', 'Vayne', 'Thresh'
'Ryze', 'Nidalee', 'Yasuo', 'Jinx', 'Gragas', 'Darius', 'Zac', 'Talon', 'Jhin', 'Mordekaiser'
'Renekton', 'Olaf', 'Vladimir', 'Lucian', 'Janna', 'Garen', 'Kindred', 'Orianna', "Kai'Sa", 'Blitzcrank'
"Kai'Sa", 'Syndra', 'Thresh', 'Jayce', 'Brand', "Cho'Gath", 'Poppy', 'Caitlyn', 'Karma', 'Rakan'
'Teemo', 'Hecarim', 'Ezreal', 'Ashe', 'Soraka', 'Yasuo', 'Garen', 'Zed', 'Caitlyn', 'Thresh'
'Zed', 'Talon', 'Nidalee', 'Nunu & Willump', 'Ziggs', 'Shen', "Kai'Sa", 'Teemo', 'Varus', 'Ryze'
'Camille', 'Nidalee', 'Poppy', 'Jinx', 'Thresh', 'Illaoi', 'Lee Sin', 'Talon', 'Heimerdinger', 'Nautilus'
'Sion', 'Graves', 'Mordekaiser', "Kai'Sa", 'Leona', 'Heimerdinger', 'Nidalee', 'Camille', 'Vayne', 'Blitzcrank'
'Mordekaiser', 'Ekko', 'Yasuo', "Kai'Sa", 'Gragas', 'Akali', 'Kindred', 'Poppy', 'Ezreal', 'Janna'
'Ryze', 'Nidalee', 'Poppy', 'Jinx', 'Thresh', 'Mordekaiser', 'Taliyah', 'Zed', 'Varus', 'Nautilus'
'Poppy', 'Nidalee', 'Galio', 'Ashe', 'Janna', 'Kled', 'Taliyah', 'Fiora', 'Lucian', 'Nami'
'Ryze', 'Lee Sin', 'Taliyah', 'Ezreal', 'Shen', 'Poppy', "Rek'Sai", 'Twisted Fate', "Kai'Sa", 'Nautilus'
'Gangplank', 'Ekko', 'Irelia', 'Ezreal', 'Blitzcrank', 'Singed', 'Jarvan IV', 'Cassiopeia', "Kai'Sa", 'Nautilus'
'Garen', 'Nidalee', 'Ekko', 'Jinx', 'Thresh', 'Shen', 'Elise', 'Jarvan IV', "Kai'Sa", 'Pyke'
'Shen', 'Karthus', 'Sylas', 'Lucian', 'Fiddlesticks', 'Vladimir', 'Skarner', 'Pyke', 'Miss Fortune', 'Morgana'
'Ornn', 'Poppy', 'Zoe', 'Xayah', 'Bard', 'Akali', 'Karthus', 'Yasuo', 'Irelia', 'Rakan'
'Xerath', 'Viktor', 'Morgana', 'Fiora', 'Yuumi', 'Miss Fortune', 'Malphite', 'Vayne', 'Lee Sin', 'Nunu & Willump'
'Ryze', 'Zac', 'Yasuo', 'Ezreal', 'Alistar', 'Aatrox', "Rek'Sai", 'LeBlanc', "Kai'Sa", 'Thresh'
'Jayce', "Kha'Zix", 'Mordekaiser', 'Kalista', 'Alistar', 'Vladimir', 'Xin Zhao', 'Camille', "Kai'Sa", 'Pyke'
'Karthus', 'Master Yi', 'Xerath', 'Syndra', "Vel'Koz", 'Xayah', 'Twisted Fate', 'Rammus', 'Lux', 'Ryze'
'Tristana', 'Morgana', 'Fizz', 'Gragas', 'Viktor', 'Neeko', 'Heimerdinger', 'Rengar', 'Zoe', 'Urgot'
'Jinx', 'Alistar', "Cho'Gath", 'Jayce', 'Yasuo', 'Jhin', 'Lucian', 'Rengar', 'Qiyana', 'Tahm Kench'
'Kayle', 'Lee Sin', 'Yasuo', "Kai'Sa", 'Thresh', 'Akali', 'Jarvan IV', 'Camille', 'Ashe', 'Janna'
'Irelia', "Rek'Sai", 'Fizz', "Kai'Sa", 'Nautilus', 'Ekko', 'Rengar', 'Malzahar', 'Lucian', 'Pyke'
'Vladimir', 'Ekko', 'Talon', 'Xayah', 'Morgana', 'Garen', 'Vi', 'Zoe', 'Ezreal', 'Pyke'
'Irelia', 'Graves', 'Zoe', 'Lucian', 'Karma', 'Camille', 'Lee Sin', 'Cassiopeia', 'Vayne', 'Braum'
'Pantheon', 'Evelynn', 'Zed', 'Sivir', 'Rammus', 'Fiora', 'Taliyah', 'Vladimir', 'Xayah', 'Yuumi'
'Irelia', 'Ekko', 'Ahri', "Kai'Sa", 'Bard', 'Jayce', 'Kindred', 'Akali', 'Ezreal', 'Yuumi'
'Nocturne', 'Nidalee', 'Akali', 'Ezreal', 'Shen', 'Vladimir', 'Zac', 'Renekton', 'Lucian', 'Bard'
'Camille', 'Ekko', 'Ornn', 'Jhin', 'Thresh', 'Kayle', 'Lee Sin', 'Qiyana', 'Ashe', 'Pyke'
'Jax', 'Elise', 'Twisted Fate', 'Sivir', 'Bard', 'Jayce', 'Lee Sin', 'Aurelion Sol', 'Miss Fortune', 'Nautilus'
'Ornn', "Kha'Zix", 'Diana', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Kassadin', 'Lucian', 'Swain'
'Rengar', 'Ekko', 'Yasuo', 'Vayne', 'Pyke', 'Irelia', 'Graves', 'Rengar', 'Ashe', 'Pyke'
'Shen', 'Gragas', 'Katarina', 'Vayne', 'Leona', 'Pantheon', 'Zac', 'Riven', "Kai'Sa", 'Yuumi'
'Mordekaiser', 'Dr. Mundo', 'Ahri', 'Draven', 'Lulu', 'Renekton', 'Shyvana', 'LeBlanc', 'Caitlyn', 'Morgana'
'Vayne', 'Maokai', 'LeBlanc', 'Jinx', 'Rakan', 'Volibear', 'Sylas', 'Zed', 'Xayah', 'Lulu'
'Gangplank', 'Ekko', 'Tristana', 'Lucian', 'Bard', 'Aatrox', 'Elise', 'Ezreal', "Kai'Sa", 'Zilean'
'Pantheon', 'Elise', 'Talon', 'Jinx', 'Soraka', 'Volibear', "Kha'Zix", 'Irelia', "Kai'Sa", 'Swain'
'Urgot', 'Rammus', 'Renekton', 'Ashe', 'Zilean', 'Quinn', 'Ekko', 'Lucian', 'Ezreal', 'Bard'
'Renekton', 'Olaf', 'Fizz', 'Ezreal', 'Pyke', 'Urgot', 'Warwick', 'Yasuo', "Kai'Sa", 'Rakan'
'Orianna', 'Jarvan IV', 'Kennen', 'Ashe', 'Rakan', 'Garen', 'Lee Sin', 'Syndra', 'Lucian', 'Blitzcrank'
'Malphite', "Rek'Sai", 'Orianna', "Kai'Sa", 'Pyke', 'Darius', 'Olaf', 'Ahri', 'Ezreal', 'Karma'
'Jax', 'Lee Sin', 'Malphite', 'Miss Fortune', 'Morgana', 'Renekton', 'Taliyah', 'Ahri', 'Ashe', 'Zilean'
'Urgot', 'Taliyah', 'Zoe', 'Ashe', 'Pyke', 'Vladimir', "Rek'Sai", 'Ekko', 'Ezreal', 'Janna'
'Garen', 'Ekko', 'Orianna', 'Lucian', 'Thresh', 'Viktor', "Rek'Sai", 'Talon', 'Sivir', 'Bard'
'Camille', 'Taliyah', 'Twisted Fate', 'Caitlyn', 'Lux', 'Garen', 'Elise', 'Akali', 'Ezreal', 'Karma'
'Malphite', 'Graves', 'Pyke', 'Caitlyn', 'Nautilus', 'Gangplank', "Kha'Zix", 'Sylas', 'Lucian', 'Swain'
'Yasuo', 'Jarvan IV', 'Akali', "Kai'Sa", 'Karma', 'Hecarim', 'Rammus', 'Lissandra', 'Jhin', 'Nami'
'Darius', 'Lee Sin', 'Zoe', 'Ezreal', 'Blitzcrank', 'Garen', 'Shyvana', 'Sylas', 'Swain', 'Leona'
'Rumble', 'Lee Sin', 'Galio', 'Miss Fortune', 'Leona', 'Akali', 'Ekko', 'Sylas', 'Caitlyn', 'Nautilus'
'Olaf', 'Rengar', 'Lissandra', 'Caitlyn', 'Thresh', 'Akali', 'Shaco', 'Poppy', 'Lucian', 'Karma'
'Jinx', "Kha'Zix", 'Sylas', 'Ezreal', 'Pyke', 'Gangplank', 'Lee Sin', 'Azir', "Kai'Sa", 'Leona'
'Ezreal', 'Jarvan IV', 'Irelia', "Kai'Sa", 'Nami', 'Ryze', 'Shyvana', 'Zed', "Kog'Maw", 'Leona'
'Mordekaiser', 'Qiyana', 'Jayce', 'Caitlyn', 'Morgana', 'Camille', 'Ekko', 'Zoe', 'Jinx', 'Lux'
'Darius', 'Elise', 'Twisted Fate', 'Miss Fortune', 'Pyke', 'Kled', 'Nidalee', 'Talon', "Kai'Sa", 'Janna'
'Riven', 'Shyvana', 'Zed', 'Jhin', 'Lux', 'Kayle', 'Ekko', 'Lissandra', 'Ashe', 'Soraka'
'Irelia', 'Lee Sin', 'Shyvana', 'Lucian', 'Thresh', 'Kayle', 'Taliyah', 'Vladimir', "Kai'Sa", 'Nautilus'
'Camille', 'Ekko', 'LeBlanc', "Kai'Sa", 'Nautilus', 'Kennen', 'Elise', 'Jayce', 'Xayah', 'Swain'
'Kayle', 'Olaf', 'LeBlanc', "Kai'Sa", 'Blitzcrank', 'Camille', 'Nidalee', 'Qiyana', 'Jinx', 'Alistar'
'Aatrox', 'Jarvan IV', 'Zoe', "Kai'Sa", 'Nautilus', 'Soraka', 'Elise', 'Cassiopeia', 'Ezreal', 'Darius'
'Nocturne', 'Lee Sin', 'Akali', 'Lucian', 'Nautilus', 'Ashe', 'Elise', 'Heimerdinger', 'Quinn', 'Xerath'
'Pantheon', "Kha'Zix", 'Akali', "Kai'Sa", 'Nautilus', 'Kayle', 'Dr. Mundo', 'Ryze', 'Lucian', 'Braum'
'Sona', 'Nunu & Willump', 'Fiora', 'Ziggs', 'Vladimir', 'Malzahar', 'Ashe', 'Irelia', 'Nasus', 'Lee Sin'
'Riven', 'Nidalee', 'Aurelion Sol', 'Lucian', 'Blitzcrank', 'Camille', 'Jarvan IV', 'Galio', 'Jinx', 'Thresh'
'Quinn', 'Jarvan IV', 'Akali', 'Tristana', 'Nautilus', 'Garen', 'Elise', 'Jayce', 'Ezreal', 'Leona'
'Vladimir', 'Jax', 'Talon', 'Caitlyn', 'Morgana', 'Irelia', 'Lee Sin', 'Fiora', 'Lucian', 'Nautilus'
'Kayle', 'Ekko', 'Talon', 'Xayah', 'Rakan', 'Poppy', 'Nidalee', 'Nocturne', "Kai'Sa", 'Pyke'
'Mordekaiser', 'Elise', 'Nocturne', 'Lucian', 'Blitzcrank', 'Jayce', 'Nidalee', 'Pantheon', "Kai'Sa", 'Nautilus'
'Poppy', 'Elise', 'Vladimir', "Kai'Sa", 'Blitzcrank', 'Aatrox', 'Ekko', 'Anivia', 'Lucian', 'Morgana'
'Jayce', 'Ekko', 'Renekton', 'Xayah', 'Rakan', 'Nocturne', 'Karthus', 'Aurelion Sol', 'Vayne', 'Braum'
'Kassadin', 'Tryndamere', 'Akali', 'Jhin', 'Annie', 'Sejuani', 'Janna', 'Ziggs', 'Miss Fortune', 'Caitlyn'
'Olaf', 'Ivern', 'Ryze', 'Lucian', 'Poppy', 'Shen', 'Taliyah', 'Nocturne', "Kai'Sa", 'Nautilus'
'Kennen', 'Nunu & Willump', 'Zac', 'Kalista', 'Thresh', 'Viktor', 'Karthus', 'Nocturne', 'Lucian', 'Leona'
'Darius', 'Rammus', 'Ahri', "Kai'Sa", 'Blitzcrank', 'Zilean', 'Nidalee', 'Nocturne', 'Jinx', 'Pyke'
'Ornn', 'Kayn', 'Garen', 'Lucian', 'Thresh', 'Nocturne', "Rek'Sai", 'LeBlanc', 'Xayah', 'Leona'
'Nocturne', 'Olaf', 'Aurelion Sol', "Kai'Sa", 'Zilean', 'Poppy', 'Karthus', 'Pantheon', 'Miss Fortune', 'Malphite'
'Nocturne', 'Pantheon', 'Aurelion Sol', 'Jinx', 'Malzahar', 'Fiora', 'Master Yi', 'Taric', 'Xayah', 'Karma'
'Camille', 'Ekko', 'Nocturne', 'Xayah', 'Thresh', 'Darius', 'Gragas', 'Ezreal', "Kai'Sa", 'Rakan'
'Pantheon', 'Taliyah', 'Aatrox', "Kai'Sa", 'Nautilus', 'Kayle', 'Vi', 'Shen', 'Ezreal', "Vel'Koz"
'Nocturne', 'Nidalee', 'Jax', "Kai'Sa", 'Blitzcrank', 'Gangplank', 'Graves', 'Ekko', 'Ezreal', 'Nautilus'
'Ryze', "Kha'Zix", 'Galio', 'Draven', 'Bard', 'Camille', 'Gragas', 'Garen', 'Lucian', 'Yuumi'
'Camille', 'Elise', 'Qiyana', 'Caitlyn', 'Morgana', 'Akali', 'Lee Sin', 'Corki', 'Draven', 'Thresh'
'Mordekaiser', 'Kindred', 'Katarina', 'Ezreal', 'Nautilus', 'Garen', 'Nidalee', 'Lulu', 'Draven', 'Thresh'
'Garen', 'Jarvan IV', 'Vladimir', 'Ashe', 'Karma', 'Pantheon', 'Elise', 'LeBlanc', 'Draven', 'Blitzcrank'
'Tryndamere', 'Lee Sin', 'Ekko', 'Lucian', 'Thresh', 'Kayle', 'Olaf', 'Lux', 'Draven', 'Blitzcrank'
'Gangplank', 'Nunu & Willump', 'Wukong', 'Draven', 'Karma', 'Pantheon', 'Karthus', 'Zed', "Kai'Sa", 'Alistar'
'Mordekaiser', "Rek'Sai", 'Galio', 'Jinx', 'Leona', 'Vladimir', 'Karthus', 'Jayce', 'Draven', 'Janna'
'Irelia', 'Karthus', 'Ryze', 'Draven', 'Morgana', 'Garen', 'Lee Sin', 'Renekton', 'Karma', 'Thresh'
'Gnar', 'Kindred', 'Vladimir', "Kai'Sa", 'Volibear', 'Garen', 'Karthus', 'Sylas', 'Draven', 'Thresh'
'Teemo', 'Taliyah', 'Pantheon', 'Draven', 'Morgana', 'Sylas', 'Camille', 'Vladimir', 'Xayah', 'Soraka'
'Jayce', "Kha'Zix", 'Galio', 'Ezreal', 'Neeko', 'Lulu', 'Gragas', 'Pantheon', 'Draven', 'Thresh'
'Pantheon', 'Elise', "Cho'Gath", 'Ashe', 'Janna', 'Akali', 'Twitch', 'Garen', 'Kalista', 'Pyke'
'Jax', 'Lee Sin', 'LeBlanc', 'Lucian', 'Morgana', 'Renekton', 'Gragas', 'Yasuo', "Kai'Sa", 'Leona'
'Jax', 'Olaf', 'Lux', 'Xayah', 'Rakan', 'Gnar', 'Aatrox', 'Syndra', "Kai'Sa", 'Nautilus'
'Kayle', 'Rengar', 'Pyke', 'Caitlyn', 'Thresh', 'Jax', 'Karthus', 'Azir', 'Xayah', 'Rakan'
'Renekton', 'Nidalee', 'Pantheon', 'Vayne', 'Blitzcrank', 'Jax', "Kha'Zix", 'Pyke', 'Sivir', 'Braum'
'Jax', "Rek'Sai", 'Zoe', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Galio', 'Ashe', 'Swain'
'Jax', 'Elise', 'Cassiopeia', "Kai'Sa", 'Alistar', 'Kled', 'Gragas', 'Yasuo', 'Ezreal', 'Blitzcrank'
'Kayle', 'Zac', 'Sylas', 'Lucian', 'Morgana', 'Jax', 'Ekko', 'Pantheon', 'Xayah', 'Blitzcrank'
'Fiora', 'Elise', 'Qiyana', 'Lucian', 'Xerath', 'Jax', "Kha'Zix", 'Pantheon', 'Xayah', 'Thresh'
'Jax', 'Lee Sin', 'Zoe', 'Lucian', 'Shen', 'Irelia', "Kha'Zix", 'Quinn', 'Kalista', 'Bard'
'Karma', 'Elise', "Cho'Gath", 'Xayah', 'Rakan', 'Garen', 'Jarvan IV', 'Shen', 'Twitch', 'Lulu'
'Renekton', 'Nidalee', 'Pantheon', "Kai'Sa", 'Thresh', 'Garen', 'Karthus', 'Aurelion Sol', 'Ezreal', 'Blitzcrank'
'Riven', 'Taliyah', 'Zed', "Kai'Sa", 'Thresh', 'Garen', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Lux'
'Akali', 'Nidalee', 'Aurelion Sol', "Kai'Sa", 'Taric', 'Mordekaiser', 'Taliyah', 'Garen', 'Lucian', 'Blitzcrank'
'Renekton', 'Evelynn', 'Garen', "Kai'Sa", 'Nautilus', 'Nidalee', "Kha'Zix", 'Sylas', 'Jhin', 'Yuumi'
'Sylas', 'Amumu', 'Talon', 'Lucian', 'Rakan', 'Garen', 'Jarvan IV', 'Ekko', 'Jhin', 'Thresh'
'Olaf', 'Lee Sin', 'Heimerdinger', "Kai'Sa", 'Lulu', 'Shen', 'Jarvan IV', 'Corki', 'Tristana', 'Nautilus'
'Garen', 'Twitch', 'Katarina', 'Vayne', 'Bard', 'Vladimir', 'Udyr', 'Malzahar', 'Vayne', 'Blitzcrank'
'Malphite', 'Shyvana', 'Zoe', 'Ezreal', 'Leona', 'Rengar', "Rek'Sai", 'Talon', 'Lucian', 'Thresh'
'Jayce', 'Karthus', 'Zed', 'Tristana', 'Bard', 'Shen', 'Shyvana', 'Galio', "Kai'Sa", 'Leona'
'Darius', 'Xin Zhao', 'Lissandra', "Kai'Sa", 'Thresh', 'Jayce', "Rek'Sai", 'Talon', 'Xayah', 'Rakan'
'Camille', 'Shyvana', 'Ryze', 'Jinx', 'Thresh', 'Gangplank', 'Olaf', 'Irelia', 'Ezreal', 'Janna'
'Nunu & Willump', 'Nidalee', 'Fiora', 'Ashe', 'Thresh', 'Renekton', 'Shyvana', 'Fizz', "Kai'Sa", 'Morgana'
'Renekton', 'Shyvana', 'Yasuo', 'Xayah', 'Blitzcrank', 'Aatrox', 'Nocturne', 'Akali', 'Lucian', 'Leona'
'Teemo', 'Riven', 'Galio', 'Jhin', 'Neeko', 'Kayle', 'Lee Sin', 'Akali', 'Lucian', 'Nautilus'
'Olaf', 'Xin Zhao', 'Galio', "Kai'Sa", 'Volibear', 'Jax', 'Nunu & Willump', 'Lulu', 'Tristana', 'Pyke'
'Kayle', 'Nidalee', 'Camille', 'Lucian', 'Nautilus', "Kha'Zix", 'Elise', 'Renekton', 'Jinx', 'Blitzcrank'
'Shen', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Bard', 'Gangplank', 'Taliyah', 'Ryze', 'Xayah', 'Rakan'
'Pantheon', 'Olaf', 'Twisted Fate', 'Jayce', 'Fiddlesticks', 'Gangplank', 'Lee Sin', 'Ryze', 'Lucian', 'Bard'
'Aatrox', 'Olaf', 'Ekko', 'Caitlyn', 'Morgana', 'Jayce', 'Jarvan IV', 'Akali', "Kai'Sa", 'Bard'
'Swain', 'Kayn', 'Zed', "Kai'Sa", 'Janna', 'Pantheon', 'Taliyah', 'Yasuo', 'Jhin', 'Thresh'
'Riven', 'Karthus', 'Vladimir', 'Varus', 'Zilean', 'Gangplank', 'Gragas', 'Graves', 'Lucian', 'Soraka'
'Twisted Fate', 'Ezreal', 'Fiora', 'Ziggs', 'Nasus', 'Yuumi', 'Draven', 'Sylas', 'Nautilus', 'Neeko'
'Quinn', 'Taliyah', 'Aatrox', 'Ezreal', 'Thresh', 'Illaoi', "Kha'Zix", 'Ryze', 'Ashe', 'Blitzcrank'
'Teemo', 'Shyvana', 'Akali', 'Caitlyn', 'Morgana', 'Kayle', 'Karthus', 'Malzahar', 'Lucian', 'Karma'
'Gragas', 'Taliyah', 'Lucian', 'Wukong', 'Jinx', 'Zilean', 'Kennen', 'Ziggs', 'Teemo', 'Lux'
"Kai'Sa", 'Hecarim', 'Cassiopeia', 'Ashe', 'Nautilus', 'Teemo', 'Jarvan IV', 'Pantheon', 'Ezreal', 'Morgana'
'Teemo', 'Hecarim', 'Ryze', "Kai'Sa", 'Shen', 'Renekton', 'Warwick', 'Pyke', 'Ezreal', 'Swain'
'Rumble', 'Lee Sin', 'Aurelion Sol', 'Ezreal', 'Gragas', 'Teemo', 'Zac', 'Kassadin', 'Tristana', 'Karma'
'Vladimir', 'Graves', 'Yasuo', 'Lucian', "Vel'Koz", 'Teemo', 'Lee Sin', 'Pantheon', 'Vayne', 'Thresh'
'Lulu', 'Ekko', 'Teemo', "Kai'Sa", 'Pyke', 'Garen', 'Lee Sin', 'Twisted Fate', 'Lucian', 'Nautilus'
'Teemo', 'Ekko', "Vel'Koz", 'Ashe', 'Pyke', 'Rumble', 'Vi', 'Cassiopeia', "Kai'Sa", 'Thresh'
'Jayce', 'Zac', 'Teemo', "Kai'Sa", 'Blitzcrank', 'Ornn', 'Lee Sin', 'Ahri', 'Lucian', 'Thresh'
'Lissandra', 'Lee Sin', 'Mordekaiser', "Kai'Sa", 'Janna', 'Teemo', 'Nunu & Willump', 'Twisted Fate', 'Jinx', 'Pyke'
'Yasuo', 'Shyvana', 'Teemo', 'Lucian', 'Thresh', 'Darius', "Rek'Sai", 'Rumble', "Kai'Sa", 'Nautilus'
'Teemo', 'Lee Sin', 'Galio', 'Vayne', 'Nautilus', 'Singed', 'Evelynn', 'Zed', 'Ashe', 'Thresh'
'Talon', 'Shaco', 'Lucian', "Kai'Sa", 'Blitzcrank', 'Irelia', 'Lee Sin', 'Olaf', 'Ashe', 'Miss Fortune'
'Ezreal', 'Ekko', 'Vayne', 'Xayah', 'Bard', 'Teemo', 'Lee Sin', 'Twisted Fate', "Cho'Gath", 'Blitzcrank'
'Camille', 'Ekko', 'Diana', "Kai'Sa", 'Blitzcrank', 'Teemo', 'Lee Sin', 'Orianna', 'Sivir', 'Yuumi'
'Renekton', 'Olaf', 'Vladimir', 'Lucian', 'Janna', 'Garen', 'Kindred', 'Orianna', "Kai'Sa", 'Blitzcrank'
'Camille', 'Warwick', 'Talon', 'Syndra', 'Braum', 'Garen', 'Lee Sin', 'Tristana', 'Ezreal', 'Yuumi'
'Teemo', 'Sejuani', 'Ezreal', 'Jinx', 'Thresh', 'Vayne', 'Volibear', 'Twisted Fate', 'Miss Fortune', 'Brand'
'Pantheon', 'Xin Zhao', 'Akali', "Kai'Sa", 'Pyke', 'Dr. Mundo', 'Lee Sin', 'Zoe', 'Caitlyn', 'Blitzcrank'
'Quinn', 'Evelynn', 'Malzahar', 'Ashe', 'Ezreal', 'Fiora', 'Shaco', 'Garen', "Kai'Sa", 'Morgana'
'Garen', "Rek'Sai", 'Akali', 'Miss Fortune', 'Leona', 'Darius', 'Ekko', 'Pantheon', 'Ezreal', 'Yuumi'
'Olaf', 'Jarvan IV', 'Tryndamere', 'Ezreal', 'Rakan', 'Karthus', 'Master Yi', 'Aurelion Sol', 'Sivir', 'Pyke'
'Garen', 'Taliyah', 'Talon', 'Ashe', 'Thresh', 'Karthus', 'Lee Sin', 'Camille', 'Xayah', 'Morgana'
'Heimerdinger', 'Shaco', 'Garen', 'Twitch', 'Leona', 'Akali', 'Master Yi', 'Kennen', "Kai'Sa", 'Xerath'
'Jax', 'Nidalee', 'Zoe', 'Ezreal', 'Karma', 'Ryze', 'Nunu & Willump', 'Talon', 'Miss Fortune', 'Leona'
'Poppy', 'Hecarim', 'Qiyana', 'Xayah', 'Rakan', 'Garen', 'Nunu & Willump', 'Zac', "Kai'Sa", 'Thresh'
'Fizz', 'Ezreal', 'Aurelion Sol', 'Irelia', 'Azir', 'Caitlyn', 'Alistar', 'Morgana', 'Sylas', 'Twisted Fate'
'LeBlanc', 'Brand', 'Aatrox', 'Shyvana', 'Xayah', 'Corki', 'Vayne', "Vel'Koz", 'Sion', 'Hecarim'
'Quinn', 'Jarvan IV', 'Neeko', 'Jinx', 'Gragas', 'Camille', 'Nunu & Willump', 'Galio', 'Miss Fortune', 'Alistar'
'Lux', 'Rumble', 'Heimerdinger', 'Malphite', 'Teemo', 'Aatrox', 'Mordekaiser', 'Jhin', 'Nidalee', 'Pantheon'
'Talon', 'Nidalee', 'Akali', 'Ezreal', 'Pyke', 'Camille', 'Nunu & Willump', 'Ryze', "Kai'Sa", 'Nautilus'
