hero_win1, hero_win2, hero_win3, hero_win4, hero_win5, hero_lose1, hero_lose2, hero_lose3, hero_lose4, hero_lose5
'Renekton', 'Nunu & Willump', 'Katarina', 'Draven', 'Nami', 'Kayle', 'Nautilus', 'Pantheon', 'Sivir', 'Lux'
'Garen', 'Shyvana', 'Zed', 'Jhin', 'Leona', 'Kayle', 'Nunu & Willump', 'Pantheon', 'Vayne', 'Leona'
'Lucian', 'Taliyah', 'Ahri', 'Xayah', 'Rakan', 'Karma', 'Ekko', 'Pantheon', 'Ezreal', 'Thresh'
'Akali', 'Gragas', 'Talon', 'Lucian', 'Nautilus', 'Camille', 'Taliyah', 'LeBlanc', "Kai'Sa", 'Rakan'
'Viktor', 'Ekko', "Kai'Sa", 'Jinx', 'Thresh', 'Garen', 'Lee Sin', 'Twisted Fate', 'Lucian', 'Pyke'
'Orianna', 'Ekko', 'Fiora', 'Caitlyn', 'Morgana', 'Camille', 'Gragas', 'Ryze', 'Ashe', 'Karma'
'Jayce', 'Nidalee', 'Camille', 'Zoe', 'Pyke', 'Vladimir', 'Lee Sin', 'Talon', 'Ezreal', 'Leona'
'Karma', 'Fizz', 'Jayce', 'Irelia', 'Morgana', 'Renekton', 'Gragas', 'Talon', 'Xayah', 'Blitzcrank'
'Jax', 'Karthus', 'Akali', "Kai'Sa", 'Morgana', 'Yasuo', 'Lee Sin', 'Gragas', 'Cassiopeia', 'Thresh'
'Kled', 'Nidalee', 'Talon', 'Miss Fortune', 'Nautilus', 'Jayce', "Rek'Sai", 'Lucian', "Kai'Sa", 'Leona'
'Akali', 'Olaf', 'Talon', 'Sivir', 'Nautilus', 'Garen', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Leona'
'Garen', 'Xin Zhao', 'Fizz', 'Miss Fortune', 'Blitzcrank', 'Quinn', 'Karthus', 'Talon', 'Xayah', 'Swain'
'Camille', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Yuumi', 'Kayle', 'Nidalee', 'Talon', 'Lucian', 'Volibear'
'Jayce', 'Gragas', 'Galio', 'Xayah', 'Rakan', 'Vladimir', 'Olaf', 'Talon', 'Ezreal', 'Yuumi'
'Garen', 'Olaf', 'Zoe', "Kai'Sa", 'Nautilus', 'Viktor', 'Karthus', 'Talon', 'Jinx', 'Morgana'
'Kled', 'Yasuo', 'Ekko', 'Caitlyn', 'Thresh', 'Kayle', 'Rammus', 'LeBlanc', 'Miss Fortune', 'Nautilus'
'Kennen', 'Nidalee', 'Talon', 'Ezreal', 'Alistar', 'Jayce', 'Taliyah', 'Galio', 'Draven', 'Volibear'
'Kayle', 'Nocturne', 'Syndra', 'Talon', 'Blitzcrank', 'Lucian', 'Shaco', 'Akali', "Kai'Sa", 'Pyke'
'Jayce', 'Morgana', 'Talon', "Kai'Sa", 'Nautilus', 'Vayne', 'Garen', 'Jhin', "Kai'Sa", 'Shaco'
'Garen', 'Fiddlesticks', 'Yasuo', 'Ezreal', 'Alistar', 'Tristana', 'Dr. Mundo', 'Garen', 'Lucian', 'Shaco'
'Katarina', 'Jhin', 'Ekko', 'Jarvan IV', 'Garen', 'Alistar', 'Ezreal', 'Ivern', 'Kalista', 'Twisted Fate'
'Renekton', 'Olaf', 'Galio', 'Lucian', 'Soraka', 'Gangplank', "Rek'Sai", 'Akali', 'Ashe', 'Karma'
'Renekton', "Kha'Zix", 'Galio', "Kai'Sa", 'Leona', 'Aatrox', 'Sejuani', 'Akali', 'Vayne', 'Thresh'
'Tristana', 'Ekko', 'Irelia', "Kai'Sa", 'Bard', 'Ryze', 'Olaf', 'Zed', 'Caitlyn', 'Lux'
'Renekton', "Rek'Sai", 'Fizz', 'Miss Fortune', 'Bard', 'Camille', 'Qiyana', 'Twisted Fate', 'Ezreal', 'Yuumi'
'Renekton', 'Gragas', 'Tristana', 'Ezreal', 'Tahm Kench', 'Kayle', "Rek'Sai", 'LeBlanc', 'Xayah', 'Pyke'
'Kayle', 'Ekko', 'Qiyana', 'Yasuo', 'Gragas', 'Garen', "Rek'Sai", 'Pantheon', 'Miss Fortune', 'Alistar'
'Garen', "Rek'Sai", 'Taliyah', 'Varus', 'Tahm Kench', 'Camille', 'Ekko', 'LeBlanc', "Kai'Sa", 'Pyke'
'Renekton', 'Olaf', 'Zoe', 'Karma', 'Pyke', 'Wukong', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Lux'
'Mordekaiser', 'Shaco', 'Yasuo', 'Ezreal', 'Pyke', 'Garen', 'Lee Sin', 'Pantheon', 'Ashe', 'Yuumi'
'Jarvan IV', 'Lux', 'Xerath', 'Singed', 'Dr. Mundo', 'Kalista', 'Nautilus', 'Galio', 'Vayne', "Cho'Gath"
'Pantheon', 'Olaf', 'Zoe', 'Ezreal', 'Pyke', 'Karma', 'Elise', 'Lucian', "Kai'Sa", 'Thresh'
'Jax', "Rek'Sai", 'Zoe', 'Ezreal', 'Tahm Kench', 'Garen', 'Elise', 'Nocturne', "Kai'Sa", 'Leona'
'Rumble', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Nautilus', 'Jayce', 'Ekko', 'Zoe', 'Yasuo', 'Alistar'
'Irelia', 'Qiyana', 'LeBlanc', 'Xayah', 'Thresh', 'Jayce', 'Lee Sin', 'Syndra', "Kai'Sa", 'Blitzcrank'
'Karma', "Kha'Zix", 'Pantheon', 'Ashe', 'Tahm Kench', 'Lucian', 'Elise', 'Renekton', 'Yasuo', 'Thresh'
'Ryze', 'Karthus', 'Nocturne', 'Caitlyn', 'Thresh', 'Gangplank', 'Ekko', 'Jax', 'Lucian', 'Pyke'
'Kayle', 'Kayn', 'Ryze', 'Lucian', 'Thresh', 'Vladimir', 'Kindred', 'Karma', "Kai'Sa", 'Blitzcrank'
'Renekton', 'Kayn', 'Twisted Fate', 'Vladimir', 'Blitzcrank', 'Gangplank', 'Taliyah', 'Akali', 'Caitlyn', 'Thresh'
'Jayce', 'Olaf', 'Karma', 'Caitlyn', 'Blitzcrank', 'Irelia', 'Elise', 'Akali', 'Jinx', 'Thresh'
'Jax', 'Lee Sin', 'Syndra', 'Xayah', 'Nautilus', 'Karma', 'Elise', 'Talon', 'Ezreal', 'Rakan'
'Jayce', 'Karthus', 'Ezreal', 'Xayah', 'Leona', 'Karma', 'Kayn', "Vel'Koz", "Kai'Sa", 'Rakan'
'Gangplank', "Rek'Sai", 'Corki', 'Ezreal', 'Pyke', 'Lucian', 'Ekko', 'Akali', 'Caitlyn', 'Morgana'
'Tristana', 'Olaf', 'Ryze', 'Ezreal', 'Pyke', 'Lucian', 'Ekko', 'Twisted Fate', 'Caitlyn', 'Thresh'
'Vladimir', 'Kayn', 'Akali', "Kai'Sa", 'Nautilus', 'Gangplank', 'Sejuani', 'Kayle', 'Xayah', 'Morgana'
'Kennen', "Rek'Sai", 'Sylas', 'Ezreal', 'Tahm Kench', 'Renekton', 'Xin Zhao', 'LeBlanc', 'Lucian', 'Thresh'
'Karma', 'Olaf', 'Galio', "Kai'Sa", 'Blitzcrank', 'Sylas', 'Gragas', 'Aatrox', 'Caitlyn', 'Thresh'
'Irelia', 'Lee Sin', 'Twisted Fate', 'Draven', 'Thresh', 'Malphite', 'Nidalee', 'Yasuo', 'Miss Fortune', 'Blitzcrank'
'Renekton', 'Elise', 'Orianna', 'Ezreal', 'Gragas', 'Kennen', 'Kindred', 'Galio', "Kai'Sa", 'Morgana'
'Quinn', 'Gragas', 'Lucian', 'Xayah', 'Thresh', 'Jax', 'Karthus', 'Pantheon', 'Jinx', 'Blitzcrank'
'Ornn', 'Graves', 'Kassadin', 'Vayne', 'Thresh', 'Garen', 'Kled', 'Ryze', 'Lee Sin', 'Thresh'
'Ornn', 'Shyvana', 'Irelia', "Kai'Sa", 'Galio', 'Garen', 'Nunu & Willump', 'Varus', 'Lucian', 'Yuumi'
'Tristana', 'Kindred', 'Ekko', 'Lucian', 'Yuumi', 'Viktor', "Rek'Sai", 'LeBlanc', 'Jinx', 'Thresh'
'Garen', "Rek'Sai", 'Twisted Fate', 'Ashe', 'Karma', 'Kayle', 'Xin Zhao', 'Syndra', 'Jhin', 'Ezreal'
'Pyke', 'Gragas', 'Ryze', 'Ezreal', 'Bard', 'Vladimir', 'Nidalee', 'Camille', 'Caitlyn', 'Tahm Kench'
'Camille', 'Lee Sin', 'Orianna', 'Xayah', 'Nautilus', 'Pantheon', 'Ekko', 'Aatrox', "Kai'Sa", 'Leona'
'Gangplank', 'Karthus', 'Karma', "Kai'Sa", 'Nautilus', 'Irelia', 'Lee Sin', 'Viktor', 'Ezreal', 'Bard'
'Karma', "Rek'Sai", 'Kayle', 'Ahri', 'Pyke', 'Garen', 'Shaco', 'Viktor', 'Yasuo', 'Volibear'
'Kayle', 'Poppy', 'Zoe', 'Jinx', 'Thresh', 'Gangplank', 'Ekko', 'Twisted Fate', 'Heimerdinger', 'Bard'
'Rumble', 'Taliyah', 'Jayce', "Kai'Sa", 'Thresh', 'Shen', 'Poppy', 'Twisted Fate', 'Jinx', 'Tahm Kench'
'Fiora', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Kayle', 'Garen', 'Ekko', 'Irelia', 'Ezreal', 'Karma'
'Jayce', 'Nidalee', 'Camille', 'Zoe', 'Pyke', 'Vladimir', 'Lee Sin', 'Talon', 'Ezreal', 'Leona'
'Kayle', 'Lee Sin', 'Ezreal', 'Jinx', 'Tahm Kench', 'Vladimir', "Rek'Sai", 'Akali', "Kai'Sa", 'Rakan'
'Janna', 'Galio', 'Sylas', 'Twitch', 'Zac', 'Ahri', 'Irelia', 'Varus', 'Taric', 'Poppy'
'Janna', 'Teemo', 'Ezreal', 'Katarina', 'Anivia', 'Ahri', 'Jarvan IV', 'Gragas', 'LeBlanc', 'Ashe'
'Camille', 'Ekko', 'Qiyana', 'Sion', 'Leona', 'Fiora', "Kha'Zix", 'Akali', "Kai'Sa", 'Pyke'
'Aatrox', 'Sylas', 'Zed', 'Jinx', 'Tahm Kench', 'Irelia', 'Elise', 'Pantheon', "Kai'Sa", 'Braum'
'Quinn', 'Jarvan IV', 'Galio', 'Vladimir', 'Yuumi', 'Kayle', 'Lee Sin', 'Fizz', 'Ashe', 'Tahm Kench'
'Pantheon', 'Ekko', 'Renekton', 'Sivir', 'Yuumi', 'Kennen', 'Lee Sin', 'Ahri', 'Xayah', 'Rakan'
'Vladimir', 'Lee Sin', 'Galio', 'Ezreal', 'Tahm Kench', 'Aatrox', 'Jarvan IV', 'Ahri', "Kai'Sa", 'Pyke'
'Jayce', 'Karthus', 'Twisted Fate', 'Xayah', 'Morgana', 'Yasuo', 'Nidalee', 'Renekton', 'Jinx', 'Karma'
'Akali', 'Nidalee', 'Pyke', "Kai'Sa", 'Blitzcrank', 'Renekton', 'Taliyah', 'Camille', 'Ezreal', 'Nautilus'
'Kennen', "Rek'Sai", 'LeBlanc', 'Xayah', 'Leona', 'Irelia', 'Gragas', 'Twisted Fate', "Kai'Sa", 'Rakan'
'Pyke', 'Gragas', 'Ryze', 'Ezreal', 'Bard', 'Vladimir', 'Nidalee', 'Camille', 'Caitlyn', 'Tahm Kench'
'Gangplank', 'Gragas', 'Qiyana', 'Miss Fortune', 'Galio', 'Jax', 'Ekko', 'Zoe', 'Xayah', 'Rakan'
'Camille', 'Taliyah', 'Miss Fortune', "Kai'Sa", 'Nautilus', 'Fiora', 'Gragas', 'Lucian', 'Kayle', 'Morgana'
'Kled', 'Nidalee', 'Talon', 'Miss Fortune', 'Nautilus', 'Jayce', "Rek'Sai", 'Lucian', "Kai'Sa", 'Leona'
'Sion', 'Nocturne', 'Galio', 'Lucian', 'Leona', 'Pantheon', 'Olaf', 'LeBlanc', "Kai'Sa", 'Swain'
'Kayle', 'Nunu & Willump', 'LeBlanc', 'Xayah', 'Rakan', 'Kled', 'Graves', 'Akali', 'Miss Fortune', 'Thresh'
'Kayle', 'Nidalee', 'Irelia', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Galio', 'Jinx', 'Thresh'
'Jax', 'Ekko', 'Taliyah', 'Miss Fortune', 'Alistar', 'Kayle', 'Lee Sin', 'Ryze', 'Jinx', 'Tahm Kench'
'Renekton', 'Nidalee', 'Talon', 'Caitlyn', 'Miss Fortune', 'Jayce', 'Lee Sin', 'LeBlanc', 'Kayle', 'Yuumi'
'Tristana', 'Elise', 'Jayce', 'Miss Fortune', 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Garen', 'Yuumi'
'Illaoi', 'Karthus', 'Garen', 'Sivir', 'Nautilus', 'Camille', 'Kindred', 'Kayle', "Kai'Sa", 'Leona'
'Gangplank', 'Kayn', 'Zoe', "Kai'Sa", 'Blitzcrank', 'Kayle', 'Graves', 'Akali', 'Miss Fortune', 'Thresh'
'Jax', 'Nidalee', 'LeBlanc', 'Miss Fortune', 'Thresh', 'Camille', 'Lee Sin', 'Zoe', 'Ezreal', 'Rakan'
'Kayle', "Rek'Sai", 'LeBlanc', 'Miss Fortune', 'Janna', 'Akali', 'Lee Sin', 'Lissandra', 'Jinx', 'Thresh'
'Kayle', 'Ezreal', 'Gragas', 'Galio', 'Nami', 'Sylas', 'Ryze', 'Sona', 'Kindred', 'Fiddlesticks'
'Kennen', 'Olaf', 'Karma', 'Xayah', 'Nautilus', 'Renekton', 'Nidalee', 'LeBlanc', 'Yasuo', 'Gragas'
'Kayle', 'Fizz', 'Aatrox', 'Lucian', 'Pyke', 'Jayce', 'Elise', 'Irelia', 'Xayah', 'Nautilus'
'Rumble', "Kha'Zix", 'Viktor', 'Caitlyn', 'Morgana', 'Irelia', "Rek'Sai", 'Kassadin', 'Jinx', 'Thresh'
'Jax', 'Elise', 'Qiyana', 'Xayah', 'Nautilus', 'Quinn', 'Taliyah', 'Renekton', 'Ezreal', 'Rakan'
'Jinx', 'Ahri', 'Rumble', 'Ivern', 'Thresh', 'Lulu', 'Garen', 'Ashe', 'Neeko', 'Lux'
'Sivir', 'Nidalee', 'Yasuo', 'Gragas', 'Tristana', "Cho'Gath", 'Ryze', 'Miss Fortune', 'Ezreal', 'Pantheon'
'Thresh', 'Nunu & Willump', 'Master Yi', 'Fiora', 'Anivia', 'Rakan', 'Janna', 'Ivern', 'Ryze', 'Karthus'
'Sion', 'Nidalee', 'Syndra', 'Ezreal', 'Pyke', 'Jayce', 'Elise', 'Aurelion Sol', 'Ashe', 'Swain'
'Ashe', 'Rengar', 'Kled', 'Veigar', 'Jhin', 'Zoe', 'Twisted Fate', 'Garen', 'Vladimir', "Kog'Maw"
'Renekton', 'Taliyah', 'Ezreal', 'Lucian', 'Thresh', 'Aatrox', 'Jarvan IV', 'Galio', "Kai'Sa", 'Pyke'
'Kayle', 'Olaf', 'Orianna', 'Xayah', 'Rakan', 'Ryze', 'Lee Sin', 'Galio', 'Jinx', 'Tahm Kench'
'Renekton', 'Elise', 'Ekko', 'Ezreal', 'Ornn', 'Irelia', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Pyke'
'Fiora', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Thresh', 'Olaf', 'Kindred', 'Nocturne', 'Xayah', "Vel'Koz"
'Pantheon', 'Elise', 'Taliyah', "Kai'Sa", 'Rakan', 'Akali', 'Jarvan IV', 'LeBlanc', 'Jinx', 'Thresh'
'Kayle', 'Taliyah', 'Irelia', "Kai'Sa", 'Nautilus', 'Jax', 'Ekko', 'Galio', 'Xayah', 'Thresh'
'Vladimir', 'Evelynn', 'Yasuo', 'Ashe', 'Nautilus', 'Jayce', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Leona'
'Fiora', 'Ekko', 'Aurelion Sol', 'Ezreal', 'Morgana', 'Kled', 'Elise', 'Irelia', 'Viktor', 'Tahm Kench'
'Garen', "Rek'Sai", 'Taliyah', 'Varus', 'Tahm Kench', 'Camille', 'Ekko', 'LeBlanc', "Kai'Sa", 'Pyke'
'Tristana', 'Elise', 'Jayce', 'Miss Fortune', 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Garen', 'Yuumi'
'Renekton', 'Olaf', 'Twisted Fate', "Kai'Sa", 'Rakan', 'Tristana', 'Elise', 'Poppy', 'Jinx', 'Morgana'
'Renekton', 'Taliyah', 'Ezreal', 'Lucian', 'Thresh', 'Aatrox', 'Jarvan IV', 'Galio', "Kai'Sa", 'Pyke'
'Vladimir', "Rek'Sai", 'Irelia', 'Xayah', 'Karma', 'Pantheon', 'Nidalee', 'Twisted Fate', 'Lucian', 'Morgana'
'Orianna', 'Ekko', 'Fiora', 'Caitlyn', 'Morgana', 'Camille', 'Gragas', 'Ryze', 'Ashe', 'Karma'
'Kayle', 'Olaf', 'Orianna', 'Xayah', 'Rakan', 'Ryze', 'Lee Sin', 'Galio', 'Jinx', 'Tahm Kench'
'Lucian', 'Gragas', 'Galio', "Kai'Sa", 'Blitzcrank', 'Irelia', 'Taliyah', 'Jayce', 'Ezreal', 'Tahm Kench'
'Renekton', 'Lee Sin', 'Syndra', 'Lucian', 'Thresh', 'Kayle', 'Graves', 'Orianna', 'Ezreal', 'Tahm Kench'
'Tristana', 'Ekko', 'Irelia', "Kai'Sa", 'Bard', 'Ryze', 'Olaf', 'Zed', 'Caitlyn', 'Lux'
'Quinn', 'Jarvan IV', 'Galio', 'Vladimir', 'Yuumi', 'Kayle', 'Lee Sin', 'Fizz', 'Ashe', 'Tahm Kench'
'Jax', 'Elise', 'Zoe', 'Vayne', 'Bard', 'Camille', 'Olaf', 'Ryze', 'Xayah', 'Leona'
'Kayle', 'Olaf', 'Ryze', 'Lucian', 'Thresh', 'Viktor', 'Qiyana', 'Sylas', "Kai'Sa", 'Blitzcrank'
'Akali', 'Olaf', 'LeBlanc', "Kai'Sa", 'Lulu', 'Ryze', 'Lee Sin', 'Zed', 'Lucian', 'Braum'
'Akali', 'Lee Sin', 'LeBlanc', 'Kalista', 'Tahm Kench', 'Camille', 'Sejuani', 'Irelia', 'Ezreal', 'Karma'
'Lucian', 'Taliyah', 'Quinn', 'Sivir', 'Soraka', 'Sylas', 'Olaf', 'Kayle', 'Caitlyn', 'Morgana'
'Renekton', 'Lee Sin', 'Syndra', 'Lucian', 'Thresh', 'Kayle', 'Graves', 'Orianna', 'Ezreal', 'Tahm Kench'
'Irelia', 'Lee Sin', 'Syndra', 'Xayah', 'Rakan', 'Renekton', 'Elise', 'Taliyah', "Kai'Sa", 'Nautilus'
'Akali', 'Gragas', 'Talon', 'Tristana', 'Volibear', 'Irelia', 'Jarvan IV', 'Taliyah', 'Draven', 'Nautilus'
'Jax', 'Ekko', 'Qiyana', 'Vayne', 'Nautilus', 'Renekton', 'Olaf', 'Kayle', 'Draven', 'Thresh'
'Pyke', 'Taliyah', 'Qiyana', 'Sylas', 'Yuumi', 'Camille', 'Nidalee', 'Akali', "Kai'Sa", 'Karma'
'Akali', 'Elise', 'Qiyana', "Kai'Sa", 'Leona', 'Vladimir', 'Olaf', 'Camille', 'Lucian', 'Volibear'
'Renekton', 'Ekko', 'Sylas', 'Miss Fortune', 'Tahm Kench', 'Akali', 'Gragas', 'Qiyana', 'Jinx', 'Thresh'
'Jayce', 'Ekko', 'Kayle', 'Kalista', 'Galio', 'Camille', 'Gragas', 'Yasuo', "Kai'Sa", 'Morgana'
'Vladimir', 'Karthus', 'Jayce', 'Lucian', 'Leona', 'Riven', 'Elise', 'Karma', "Kai'Sa", 'Volibear'
'Lucian', 'Gragas', 'Galio', 'Ezreal', 'Karma', 'Akali', 'Olaf', 'Jayce', 'Vayne', 'Lux'
'Volibear', 'Lee Sin', 'Karma', 'Jinx', 'Morgana', 'Wukong', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Rakan'
'Vladimir', 'Xin Zhao', 'Taliyah', 'Miss Fortune', 'Thresh', 'Kayle', 'Shaco', 'Twisted Fate', 'Lucian', 'Nautilus'
'Camille', 'Elise', 'Taliyah', 'Ezreal', 'Braum', 'Renekton', 'Lee Sin', 'Zoe', 'Miss Fortune', 'Blitzcrank'
'Camille', 'Qiyana', 'Akali', 'Varus', 'Tahm Kench', 'Kennen', 'Nidalee', 'Jayce', 'Ezreal', 'Nautilus'
'Akali', 'Gragas', 'Talon', 'Lucian', 'Nautilus', 'Camille', 'Taliyah', 'LeBlanc', "Kai'Sa", 'Rakan'
'Camille', 'Ekko', 'Orianna', 'Xayah', 'Pyke', 'Tristana', 'Lee Sin', 'Irelia', 'Varus', 'Tahm Kench'
'Irelia', 'Lee Sin', 'Galio', "Kai'Sa", 'Pyke', 'Jayce', 'Elise', 'Taliyah', 'Xayah', 'Thresh'
'Kennen', 'Olaf', 'Akali', 'Ezreal', 'Nautilus', 'Vladimir', 'Lee Sin', 'Orianna', 'Yasuo', 'Gragas'
'Jax', 'Taliyah', 'Garen', 'Xayah', 'Nautilus', 'Karma', 'Kindred', 'Galio', "Kai'Sa", 'Alistar'
'Neeko', 'Lee Sin', 'LeBlanc', 'Xayah', 'Bard', 'Vladimir', "Rek'Sai", 'Zoe', 'Ezreal', 'Tahm Kench'
'Malphite', "Rek'Sai", 'Taliyah', "Kai'Sa", 'Leona', 'Jax', 'Graves', 'Akali', 'Syndra', 'Tahm Kench'
'Irelia', 'Elise', 'Ahri', "Kai'Sa", 'Jarvan IV', 'Akali', 'Lee Sin', 'Ryze', 'Kalista', 'Leona'
'Camille', 'Karthus', 'Ryze', 'Ashe', 'Morgana', 'Vladimir', 'Evelynn', 'Nocturne', 'Caitlyn', 'Thresh'
'Akali', "Rek'Sai", 'Shen', 'Lucian', 'Fiddlesticks', 'Vladimir', 'Nidalee', 'Jayce', 'Ezreal', 'Morgana'
'Camille', 'Nunu & Willump', 'Nocturne', 'Lucian', 'Morgana', 'Kennen', 'Lee Sin', 'Galio', "Kai'Sa", 'Bard'
'Vladimir', 'Qiyana', 'Nocturne', 'Jinx', 'Tahm Kench', 'Camille', 'Nunu & Willump', 'Galio', 'Ezreal', 'Janna'
'Janna', 'Urgot', 'Karma', 'Rammus', 'Caitlyn', 'Aatrox', 'Braum', 'Zoe', 'Zilean', 'Brand'
'Ezreal', 'Blitzcrank', 'Thresh', 'Karma', 'Malphite', 'Brand', 'Ahri', 'Braum', 'Ryze', 'Lucian'
'Vladimir', 'Olaf', 'Zoe', 'Lucian', 'Thresh', 'Renekton', 'Karthus', 'Nocturne', 'Irelia', 'Pyke'
'Shen', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Pyke', 'Vladimir', 'Lee Sin', 'LeBlanc', 'Draven', 'Thresh'
'Irelia', 'Ekko', 'Qiyana', 'Ezreal', 'Tahm Kench', 'Fiora', 'Nidalee', 'Malphite', "Kai'Sa", 'Pyke'
'Vladimir', 'Karthus', 'Talon', "Kai'Sa", 'Volibear', 'Kayle', 'Gragas', 'Yasuo', 'Ezreal', 'Pyke'
'Renekton', 'Elise', 'Jayce', 'Miss Fortune', 'Pyke', 'Kennen', 'Lee Sin', 'Ryze', 'Lucian', 'Thresh'
'Lucian', 'Ekko', 'Gangplank', 'Xayah', 'Thresh', 'Irelia', 'Taliyah', 'Ryze', 'Ezreal', 'Shen'
'Vladimir', 'Nidalee', 'Camille', "Kai'Sa", 'Rakan', 'Volibear', 'Graves', 'Karthus', 'Draven', 'Morgana'
'Tryndamere', 'Jax', 'Twisted Fate', 'Irelia', 'Rakan', 'Ornn', 'Ekko', 'Pantheon', 'Lucian', 'Gragas'
'Renekton', 'Taliyah', 'Camille', "Kai'Sa", 'Soraka', 'Aatrox', 'Evelynn', 'Qiyana', 'Jhin', 'Morgana'
'Aatrox', 'Karthus', 'Vladimir', 'Lucian', 'Nautilus', 'Vayne', 'Nidalee', 'Zoe', 'Yasuo', 'Gragas'
'Camille', 'Ekko', 'Galio', 'Lucian', 'Thresh', 'Volibear', 'Gragas', 'Yasuo', "Kai'Sa", 'Rakan'
'Fizz', 'Teemo', 'Xayah', 'Kalista', 'Zilean', 'Rakan', 'Kayn', 'Jhin', 'Annie', 'Tahm Kench'
'Irelia', 'Kindred', 'Ekko', 'Caitlyn', 'Morgana', 'Kayle', 'Taliyah', 'Jayce', 'Sivir', 'Karma'
'Renekton', 'Ekko', 'Sylas', 'Miss Fortune', 'Tahm Kench', 'Akali', 'Gragas', 'Qiyana', 'Jinx', 'Thresh'
'Jayce', 'Ekko', 'Kayle', 'Kalista', 'Galio', 'Camille', 'Gragas', 'Yasuo', "Kai'Sa", 'Morgana'
'Vladimir', 'Ekko', 'Gangplank', 'Xayah', 'Galio', 'Kayle', "Rek'Sai", 'Zoe', 'Miss Fortune', 'Thresh'
'Qiyana', 'Jarvan IV', 'Rumble', 'Xayah', 'Rakan', 'Ekko', 'Rengar', 'Jayce', 'Syndra', 'Tahm Kench'
'Sion', "Rek'Sai", 'Kayle', 'Twitch', 'Karma', 'Jayce', 'Nocturne', 'Taliyah', 'Jhin', 'Bard'
'Pantheon', 'Taliyah', 'Garen', 'Jinx', 'Thresh', 'Vladimir', 'Lee Sin', 'Camille', 'Lucian', 'Alistar'
'Kayle', 'Kindred', 'Zoe', "Kai'Sa", 'Lux', 'Tristana', "Rek'Sai", 'Galio', 'Lucian', 'Gragas'
'Kayle', 'Olaf', 'Akali', "Kai'Sa", 'Gragas', 'Tristana', 'Karthus', 'Lucian', 'Vladimir', 'Pyke'
'Katarina', 'Pantheon', 'Blitzcrank', 'Ashe', 'Irelia', 'Gragas', 'Maokai', 'Xayah', 'Heimerdinger', 'Tristana'
'Riven', 'Nami', 'Poppy', 'Master Yi', 'Ashe', 'Shen', 'Lucian', 'Katarina', 'Taric', 'Fiddlesticks'
'Teemo', 'Sivir', 'Varus', 'Jhin', 'Neeko', 'Amumu', 'Heimerdinger', 'Ahri', 'Aatrox', 'Kindred'
'Sylas', 'Karma', 'Karthus', 'Thresh', 'Leona', 'LeBlanc', 'Hecarim', 'Kassadin', 'Janna', 'Tristana'
'Corki', 'Varus', 'Rakan', 'Zoe', "Cho'Gath", 'Quinn', 'Cassiopeia', 'Lux', 'Syndra', 'Nami'
'Kayle', 'Nocturne', 'Talon', 'Syndra', 'Karma', 'Quinn', 'Ekko', 'Irelia', 'Draven', 'Thresh'
'Pyke', 'Gragas', 'Ryze', 'Ezreal', 'Bard', 'Vladimir', 'Nidalee', 'Camille', 'Caitlyn', 'Tahm Kench'
'Zed', 'Nami', 'Neeko', 'Zac', 'Gangplank', 'Malphite', 'Leona', 'Thresh', 'Twitch', 'Zilean'
'Renekton', 'Taliyah', 'Lucian', "Kai'Sa", 'Karma', 'Rengar', 'Karthus', 'Graves', 'Vayne', 'Lulu'
'Pantheon', 'Elise', 'Zoe', 'Vayne', 'Lulu', 'Akali', "Rek'Sai", 'Orianna', "Kai'Sa", 'Volibear'
'Karma', 'Zoe', 'Nidalee', 'Kindred', 'Taric', 'Garen', 'Renekton', 'Fiora', 'Lee Sin', 'Karthus'
'Trundle', 'Kalista', 'Qiyana', 'Xerath', 'Fiddlesticks', 'Vayne', 'Ryze', 'Irelia', 'Taric', 'Orianna'
'Kayle', 'Evelynn', 'Qiyana', "Kog'Maw", 'Lulu', 'Irelia', 'Shyvana', 'Lucian', 'Swain', 'Pyke'
'Renekton', "Rek'Sai", 'Galio', 'Miss Fortune', 'Leona', 'Quinn', 'Evelynn', 'LeBlanc', 'Varus', 'Tahm Kench'
'Aatrox', 'Karthus', 'Jayce', 'Jinx', 'Tahm Kench', 'Irelia', 'Elise', 'Camille', 'Varus', 'Alistar'
'Pantheon', 'Gragas', 'Irelia', 'Garen', 'Yuumi', 'Camille', 'Elise', 'Jayce', 'Yasuo', 'Volibear'
'Kennen', 'Elise', 'Orianna', 'Sivir', 'Blitzcrank', 'Jax', 'Taliyah', 'Gangplank', 'Varus', 'Alistar'
